latitude;longitude;altitude;geometry;coordinates;line;sectionId;color;origin;destination
;;;LineString;-1.3611606135536,-5.981311001941407,-1.36116070295394,-5.981277378740224                                                                                                                                                                                       ;12;305;#7852  ;Pigalle                                   ;Abbesses                                  
;;;LineString;-1.360576237794012,-5.981658516323106,-1.3605760788789,-5.981717616244868                                                                                                                                                                                      ;2;36;#003ca6;Philippe Auguste                          ;Alexandre Dumas                           
;;;LineString;-1.361385240644232,-5.981840207783663,-1.361362576058664,-5.981840143459976,-1.361360561840275,-5.981839885899837,-1.361358430603211,-5.981839187148278,-1.361356437566132,-5.981838157215457,-1.36135483870501,-5.981836907255809,-1.361344166757857,-5.981826;9;225;#b6bd00;Iéna                                      ;Alma - Marceau                            
;;;LineString;-1.360987242942106,-5.982169990793703,-1.360987177170162,-5.982187214032093,-1.360987051628031,-5.982212872921497                                                                                                                                              ;4;87;#cf009e;Mouton-Duvernet                           ;Alésia                                    
;;;LineString;-1.361780076335556,-5.981184218249767,-1.361728201497333,-5.981235865950916                                                                                                                                                                                    ;3;54;#837902;Pont de Levallois - Bécon                 ;Anatole France                            
;;;LineString;-1.3611606135536,-5.981311001941407,-1.361111354201788,-5.981310861110858                                                                                                                                                                                      ;2;42;#003ca6;Pigalle                                   ;Anvers                                    
;;;LineString;-1.361592258623829,-5.981533444588162,-1.361498007641238,-5.9815723192116                                                                                                                                                                                      ;1;20;#ffcd00;Porte Maillot                             ;Argentine                                 
;;;LineString;-1.360845291773525,-5.981658454331606,-1.360845480581589,-5.981588350357679,-1.360845231846866,-5.981586332685402,-1.360844546533977,-5.981584197239019,-1.360843530400794,-5.981582198254808,-1.360842288827101,-5.981580589206605,-1.360836394464588,-5.98157;11;285;#704b1c;Rambuteau                                 ;Arts et Métiers                           
;;;LineString;-1.360881592742566,-5.981577584640204,-1.360853771915388,-5.981577505335739,-1.360851755406533,-5.981577247780407,-1.360849626812624,-5.981576551331211,-1.360847634895068,-5.981575524074723,-1.360846033364915,-5.981574271827816,-1.360841413798501,-5.98156;3;67;#837902;Réaumur - Sébastopol                      ;Arts et Métiers                           
;;;LineString;-1.361632587357471,-5.980839015536326,-1.36163270483574,-5.980795887948616                                                                                                                                                                                     ;13;331;#6ec4e8;Les Agnettes                              ;Asnières - Gennevilliers - Les Courtilles 
;;;LineString;-1.36109684792001,-5.981842697538123,-1.361096902219639,-5.981822389008681,-1.36109697340711,-5.981821411205626,-1.361097174430533,-5.981820372491356,-1.361097490367403,-5.981819305942769,-1.36109790212105,-5.981818241578899,-1.361098398190119,-5.98181721;12;309;#7852  ;Solférino                                 ;Assemblée nationale                       
;;;LineString;-1.360388358332538,-5.980968483294228,-1.360498511065396,-5.981079375394313                                                                                                                                                                                    ;7;146;#fa9aba;Fort d'Aubervilliers                      ;Aubervilliers - Pantin - Quatre Chemins   
;;;LineString;-1.361340086210127,-5.982052895642092,-1.361329761237292,-5.982042498565724,-1.361316448091848,-5.982029049423117                                                                                                                                              ;10;272;#c9910d;Charles Michels                           ;Avenue Émile-Zola                         
;;;LineString;-1.3605760788789,-5.981717616244868,-1.360575897367082,-5.981785063994008                                                                                                                                                                                      ;2;24;#003ca6;Alexandre Dumas                           ;Avron                                     
;;;LineString;-1.361111354201788,-5.981310861110858,-1.361083148529945,-5.981310781365837                                                                                                                                                                                    ;2;31;#003ca6;Anvers                                    ;Barbès - Rochechouart                     
;;;LineString;-1.361083286249341,-5.981259801362688,-1.361083148529945,-5.981310781365837                                                                                                                                                                                    ;4;88;#cf009e;Château Rouge                             ;Barbès - Rochechouart                     
;;;LineString;-1.360921995938072,-5.980893291740464,-1.360826919482189,-5.980893022755151,-1.360714742900683,-5.980780089497869                                                                                                                                              ;13;335;#6ec4e8;Saint-Denis - Porte de Paris              ;Basilique de Saint-Denis                  
;;;LineString;-1.360767337206084,-5.9817414768929,-1.360767308213706,-5.981752236096574,-1.360767239311674,-5.981753213907849,-1.360767048178748,-5.981754252653204,-1.360766750113298,-5.981755320779532,-1.360766353193278,-5.981756385189815,-1.360765873094102,-5.9817574;8;188;#e19bdf;Chemin Vert                               ;Bastille                                  
;;;LineString;-1.360789246977162,-5.981876912276721,-1.360789281041902,-5.981864342891353,-1.360789365938667,-5.981832674818955,-1.360789302511891,-5.981831697763041,-1.360789118723982,-5.981830657158437,-1.360788825122676,-5.981829588440988,-1.360788435692851,-5.98182;5;107;#ff7e2e;Quai de la Rapée                          ;Bastille                                  
;;;LineString;-1.360840286895328,-5.981730396209077,-1.3607960697718,-5.981774424494104,-1.360792467440136,-5.981776676801921,-1.360788314409011,-5.98177760647383,-1.360761134365024,-5.981777529465395,-1.360756983992754,-5.981778460288857,-1.360753376697768,-5.98178072;1;10;#ffcd00;Saint-Paul                                ;Bastille                                  
;;;LineString;-1.360575744265797,-5.981905277179926,-1.360575678360728,-5.981930189048581                                                                                                                                                                                    ;6;139;#6eca97;Picpus                                    ;Bel-Air                                   
;;;LineString;-1.360686738788414,-5.98139903600588,-1.360677600976872,-5.981408129657556,-1.360642367942546,-5.98144319623479                                                                                                                                                ;2;40;#003ca6;Colonel Fabien                            ;Belleville                                
;;;LineString;-1.360691965028644,-5.981493129841665,-1.360642367942546,-5.98144319623479                                                                                                                                                                                     ;11;278;#704b1c;Goncourt                                  ;Belleville                                
;;;LineString;-1.360600248070767,-5.981979680804649,-1.360636638406253,-5.982016314486979                                                                                                                                                                                    ;6;140;#6eca97;Dugommier                                 ;Bercy                                     
;;;LineString;-1.36076712944571,-5.981886397236234,-1.360636638406253,-5.982016314486979                                                                                                                                                                                     ;14;350;#62259d;Gare de Lyon                              ;Bercy                                     
;;;LineString;-1.360593374369257,-5.982064043975978,-1.360593318469612,-5.982084971449555,-1.36059356683275,-5.982086987963546,-1.36059425138829,-5.982089123390152,-1.360595265997824,-5.982091123494103,-1.360596506425262,-5.982092733665072,-1.360623036141689,-5.9821194;14;348;#62259d;Cour Saint-Émilion                        ;Bibliothèque François-Mitterrand          
;;;LineString;-1.361798812456062,-5.982348891551219,-1.361722248075411,-5.982348674950975                                                                                                                                                                                    ;9;234;#b6bd00;Pont de Sèvres                            ;Billancourt                               
;;;LineString;-1.361333966722327,-5.981979003901314,-1.361359684878815,-5.981953399195654                                                                                                                                                                                    ;6;137;#6eca97;Dupleix                                   ;Bir-Hakeim                                
;;;LineString;-1.361251178974499,-5.981311257664983,-1.361203972969804,-5.981311122808843                                                                                                                                                                                    ;2;44;#003ca6;Place de Clichy                           ;Blanche                                   
;;;LineString;-1.360140303054746,-5.981054962803681,-1.36017776864172,-5.981092676570287,-1.360177931674968,-5.981092846840032,-1.360178094297124,-5.981093028148976,-1.360178253095506,-5.981093217060756,-1.360178409584734,-5.981093415864037,-1.360178564908752,-5.981093;5;114;#ff7e2e;Bobigny - Pablo Picasso                   ;Bobigny - Pantin - Raymond Queneau        
;;;LineString;-1.361426320943615,-5.981840323580085,-1.361426324038328,-5.981839221851001,-1.361426521552343,-5.981766199307202                                                                                                                                              ;6;128;#6eca97;Trocadéro                                 ;Boissière                                 
;;;LineString;-1.360724228484084,-5.981361722678038,-1.360704032810006,-5.981341394624673,-1.360703246112932,-5.981340699825179,-1.360702798338171,-5.981340370349205,-1.36070231934782,-5.98134005334484,-1.360701815602914,-5.981339749973139,-1.360701288230342,-5.9813394;7b             ;364;#6eca97;Jaurès                                    ;Bolivar                                   
;;;LineString;-1.361007356023392,-5.981533951243406,-1.360949388361185,-5.9815337876335                                                                                                                                                                                      ;8;215;#e19bdf;Grands Boulevards                         ;Bonne-Nouvelle                            
;;;LineString;-1.361007428127025,-5.981526814867962,-1.360949253989256,-5.981526649129151                                                                                                                                                                                    ;9;244;#b6bd00;Grands Boulevards                         ;Bonne-Nouvelle                            
;;;LineString;-1.360629494244571,-5.981337745333973,-1.36059811380978,-5.981337658731126                                                                                                                                                                                     ;7b             ;367;#6eca97;Buttes Chaumont                           ;Botzaris                                  
;;;LineString;-1.360536037279596,-5.981417436504722,-1.360557220552093,-5.981417495879393,-1.360558268711965,-5.981417429281214,-1.360558816887641,-5.981417345990656,-1.360559379223061,-5.981417230382062,-1.360559950377707,-5.981417088531044,-1.360560522757253,-5.98141;7b             ;361;#6eca97;Place des Fêtes                           ;Botzaris                                  
;;;LineString;-1.361342575236937,-5.982200405451065,-1.361342650567396,-5.98217276299284                                                                                                                                                                                     ;8;183;#e19bdf;Lourmel                                   ;Boucicaut                                 
;;;LineString;-1.361800162744413,-5.982149664503561,-1.361700108930812,-5.982149380286249                                                                                                                                                                                    ;10;263;#c9910d;Boulogne - Pont de Saint-Cloud            ;Boulogne - Jean Jaurès                    
;;;LineString;-1.361096799658916,-5.981578193635626,-1.361024433572979,-5.981577988848766                                                                                                                                                                                    ;3;70;#837902;Quatre-Septembre                          ;Bourse                                    
;;;LineString;-1.361251318700467,-5.981259719987541,-1.361356469771285,-5.981260017543533,-1.36135744681289,-5.981259955696021,-1.361358485422075,-5.98125977030181,-1.361359552851448,-5.981259477634746,-1.361360619415929,-5.981259086744407,-1.361361652362779,-5.9812586;13;340;#6ec4e8;La Fourche                                ;Brochant                                  
;;;LineString;-1.360752970599579,-5.981781124450769,-1.36075313392897,-5.981721037834471                                                                                                                                                                                     ;5;101;#ff7e2e;Bastille                                  ;Bréguet - Sabin                           
;;;LineString;-1.360680353315984,-5.981337885982605,-1.360629494244571,-5.981337745333973                                                                                                                                                                                    ;7b             ;360;#6eca97;Bolivar                                   ;Buttes Chaumont                           
;;;LineString;-1.360575772932002,-5.981831435664471,-1.360555216420055,-5.98183137698488,-1.360554172459064,-5.981831303879279,-1.360553060419042,-5.981831099995032,-1.36055191752793,-5.981830778384878,-1.360550778344484,-5.981830354758615,-1.360549675916068,-5.9818298;9;253;#b6bd00;Nation                                    ;Buzenval                                  
;;;LineString;-1.360336498947825,-5.981896589453465,-1.360285924276841,-5.981896446453475                                                                                                                                                                                    ;1;19;#ffcd00;Saint-Mandé                               ;Bérault                                   
;;;LineString;-1.361000841529743,-5.981434960169644,-1.361022292485511,-5.98143502045424,-1.361037597103007,-5.98143506422826,-1.361038076927265,-5.981435083148691,-1.361038322131909,-5.981435103664716,-1.361038573779425,-5.981435131813665,-1.361038828060921,-5.9814351;7;174;#fa9aba;Poissonnière                              ;Cadet                                     
;;;LineString;-1.361256690714309,-5.982055938721718,-1.361276580058761,-5.982036135076584                                                                                                                                                                                    ;6;145;#6eca97;Sèvres - Lecourbe                         ;Cambronne                                 
;;;LineString;-1.36078855331658,-5.982133265265391,-1.360788674801741,-5.982089346241183                                                                                                                                                                                     ;5;99;#ff7e2e;Place d'Italie                            ;Campo-Formio                              
;;;LineString;-1.360844383295731,-5.981948383444959,-1.360873864875157,-5.981919029831751                                                                                                                                                                                    ;10;267;#c9910d;Jussieu                                   ;Cardinal Lemoine                          
;;;LineString;-1.361140479240312,-5.98104725401553,-1.361044378805572,-5.980950506147495                                                                                                                                                                                     ;13;344;#6ec4e8;Mairie de Saint-Ouen                      ;Carrefour Pleyel                          
;;;LineString;-1.360844251735474,-5.981997108061528,-1.360844138404838,-5.982038918869643                                                                                                                                                                                    ;7;149;#fa9aba;Place Monge                               ;Censier - Daubenton                       
;;;LineString;-1.361341342400533,-5.98168405777175,-1.361320080749012,-5.98170449475201,-1.361316437435282,-5.981706710750466,-1.361312271889266,-5.981707625511206,-1.361277975886805,-5.981707528558009                                                                    ;1;3;#ffcd00;Franklin D. Roosevelt                     ;Champs-Élysées - Clemenceau               
;;;LineString;-1.361203390646315,-5.981821062378711,-1.361204839629364,-5.981813120333916,-1.361247970545778,-5.981770185533295,-1.361272831940708,-5.981745430209639,-1.361273347958754,-5.981744881616994,-1.361273847030274,-5.981744274347085,-1.361274332172663,-5.98174;13;316;#6ec4e8;Invalides                                 ;Champs-Élysées - Clemenceau               
;;;LineString;-1.361552494668797,-5.982139146926932,-1.361525481845679,-5.982111951672559                                                                                                                                                                                    ;10;264;#c9910d;Michel-Ange - Molitor                     ;Chardon-Lagache                           
;;;LineString;-1.360371859301838,-5.982193450045775,-1.360304616226481,-5.982260404215105                                                                                                                                                                                    ;8;219;#e19bdf;Liberté                                   ;Charenton - Écoles                        
;;;LineString;-1.361498007641238,-5.9815723192116,-1.361431402566984,-5.981599792184653,-1.361426301392629,-5.981602404390193                                                                                                                                                ;1;15;#ffcd00;Argentine                                 ;Charles de Gaulle - Étoile                
;;;LineString;-1.361426720662356,-5.981692203626339,-1.36142693515209,-5.981613275580341                                                                                                                                                                                     ;6;132;#6eca97;Kléber                                    ;Charles de Gaulle - Étoile                
;;;LineString;-1.36149109523456,-5.981673617234949,-1.361430154896823,-5.981612269722248,-1.361429512832486,-5.981611529279445,-1.361428913337055,-5.981610660285598,-1.361428371915122,-5.981609693242227,-1.361427898743533,-5.981608660157926,-1.361427510461206,-5.981607;2;28;#003ca6;Victor Hugo                               ;Charles de Gaulle - Étoile                
;;;LineString;-1.361420540359547,-5.98207954591739,-1.361370937750205,-5.982079405087092,-1.361369961083281,-5.982079337118008,-1.361368922402519,-5.98207914562117,-1.361367856647703,-5.982078845927098,-1.361366793445877,-5.982078449543745,-1.361365764315697,-5.9820779;10;270;#c9910d;Javel - André Citroën                     ;Charles Michels                           
;;;LineString;-1.360682425753425,-5.981680935331791,-1.360652606686842,-5.981710625045845                                                                                                                                                                                    ;9;237;#b6bd00;Voltaire                                  ;Charonne                                  
;;;LineString;-1.361213235816755,-5.981527396607848,-1.361132688274499,-5.981527168832167                                                                                                                                                                                    ;9;230;#b6bd00;Havre - Caumartin                         ;Chaussée d'Antin - La Fayette             
;;;LineString;-1.361057122042253,-5.981450189627086,-1.361130778608162,-5.981524338818107,-1.361131105398178,-5.981524690401528,-1.361131263052622,-5.981524879310493,-1.361131420676092,-5.981525079259655,-1.361131574478927,-5.981525285669478,-1.361131725979983,-5.98152;7;180;#fa9aba;Le Peletier                               ;Chaussée d'Antin - La Fayette             
;;;LineString;-1.360767480996512,-5.981688371052132,-1.360767337206084,-5.9817414768929                                                                                                                                                                                      ;8;200;#e19bdf;Saint-Sébastien - Froissart               ;Chemin Vert                               
;;;LineString;-1.360669491333445,-5.982049388568178,-1.360711253817426,-5.98209143206783                                                                                                                                                                                     ;6;141;#6eca97;Quai de la Gare                           ;Chevaleret                                
;;;LineString;-1.360881978147151,-5.981434623643896,-1.3608818751285,-5.981472742797484                                                                                                                                                                                      ;4;80;#cf009e;Gare de l'Est                             ;Château d'Eau                             
;;;LineString;-1.360881730682965,-5.981526459819782,-1.3608818751285,-5.981472742797484                                                                                                                                                                                      ;4;79;#cf009e;Strasbourg - Saint-Denis                  ;Château d'Eau                             
;;;LineString;-1.360285924276841,-5.981896446453475,-1.360239137292744,-5.981896294766393                                                                                                                                                                                    ;1;8;#ffcd00;Bérault                                   ;Château de Vincennes                      
;;;LineString;-1.360776786227172,-5.981359517923663,-1.360790243244973,-5.981372855232674,-1.360805436206975,-5.981388328789691,-1.360805786505134,-5.981388705186993,-1.360806124143108,-5.981389121520685,-1.360806450658952,-5.981389571704067,-1.360806764543405,-5.98139;7;152;#fa9aba;Louis Blanc                               ;Château-Landon                            
;;;LineString;-1.361083367813395,-5.981229483992189,-1.361083286249341,-5.981259801362688                                                                                                                                                                                    ;4;76;#cf009e;Marcadet - Poissonniers                   ;Château Rouge                             
;;;LineString;-1.360987088548251,-5.981667177090112,-1.360986950069938,-5.981718335302159                                                                                                                                                                                    ;4;90;#cf009e;Les Halles                                ;Châtelet                                  
;;;LineString;-1.361040260220147,-5.981706862928195,-1.360986970485804,-5.981706712646266                                                                                                                                                                                    ;1;17;#ffcd00;Louvre - Rivoli                           ;Châtelet                                  
;;;LineString;-1.361064747604973,-5.981721222017186,-1.360986942564904,-5.981721012349554                                                                                                                                                                                    ;7;161;#fa9aba;Pont-Neuf                                 ;Châtelet                                  
;;;LineString;-1.36112772330463,-5.981663811037692,-1.361051249104508,-5.981663595312338,-1.361049233840587,-5.981663844085009,-1.361047099860057,-5.981664527647649,-1.361045103362898,-5.981665542060054,-1.36104349521814,-5.981666786031336,-1.360999443065867,-5.9817106;14;354;#62259d;Pyramides                                 ;Châtelet                                  
;;;LineString;-1.360986950069938,-5.981718335302159,-1.360986942564904,-5.981721012349554,-1.360986773949056,-5.981783870800443                                                                                                                                              ;4;81;#cf009e;Châtelet                                  ;Cité                                      
;;;LineString;-1.360901781175913,-5.981891238196736,-1.360917924455902,-5.981875164537397,-1.360918661275995,-5.981874522939382,-1.360919527644838,-5.981873922836645,-1.36092049499382,-5.98187338203816,-1.360921525272713,-5.98187290956911,-1.360922590686195,-5.98187251;10;266;#c9910d;Maubert - Mutualité                       ;Cluny - La Sorbonne                       
;;;LineString;-1.360726694825297,-5.981359268680103,-1.360686738788414,-5.98139903600588                                                                                                                                                                                     ;2;41;#003ca6;Jaurès                                    ;Colonel Fabien                            
;;;LineString;-1.361342756015262,-5.982133852398829,-1.361342794277989,-5.982119818540904,-1.361342829673283,-5.982106670551127                                                                                                                                              ;8;190;#e19bdf;Félix Faure                               ;Commerce                                  
;;;LineString;-1.361101415345488,-5.981813461573826,-1.361183103298364,-5.981732125479138,-1.361207472751693,-5.981707331367774                                                                                                                                              ;12;307;#7852  ;Assemblée nationale                       ;Concorde                                  
;;;LineString;-1.361277975886805,-5.981707528558009,-1.361207472751693,-5.981707331367774                                                                                                                                                                                    ;1;9;#ffcd00;Champs-Élysées - Clemenceau               ;Concorde                                  
;;;LineString;-1.361203390642044,-5.981821063901519,-1.361207184321412,-5.981814042797351,-1.361207469607355,-5.981708858338855,-1.361207472748487,-5.981707332509838                                                                                                        ;8;207;#e19bdf;Invalides                                 ;Concorde                                  
;;;LineString;-1.361264328055507,-5.982267399893497,-1.361264327835803,-5.982222228125391                                                                                                                                                                                    ;12;308;#7852  ;Porte de Versailles                       ;Convention                                
;;;LineString;-1.360588280437148,-5.981169746189141,-1.360669470948347,-5.981251482267689                                                                                                                                                                                    ;7;164;#fa9aba;Porte de la Villette                      ;Corentin Cariou                           
;;;LineString;-1.36130887695487,-5.98242159101226,-1.361267233110079,-5.982379047541737,-1.361266591046843,-5.982378308250821,-1.361265994218834,-5.982377438514543,-1.36126545241623,-5.982376472624176,-1.361264978105871,-5.982375439549119,-1.361264588683875,-5.98237437;12;286;#7852  ;Mairie d'Ivry                             ;Corentin Celton                           
;;;LineString;-1.360795252856787,-5.982133283761402,-1.360838935802261,-5.98213340534964                                                                                                                                                                                     ;6;144;#6eca97;Place d'Italie                            ;Corvisart                                 
;;;LineString;-1.360636638406253,-5.982016314486979,-1.360596604934101,-5.98205617226122,-1.360595353230255,-5.982057776276086,-1.360594327061861,-5.982059770784565,-1.360593634753196,-5.982061900656663,-1.360593374369257,-5.982064043975978                             ;14;346;#62259d;Bercy                                     ;Cour Saint-Émilion                        
;;;LineString;-1.361427074853241,-5.981551090747287,-1.361427213403902,-5.981513275174407                                                                                                                                                                                    ;2;46;#003ca6;Ternes                                    ;Courcelles                                
;;;LineString;-1.360642367942546,-5.98144319623479,-1.36059389648776,-5.981491442681854                                                                                                                                                                                      ;2;32;#003ca6;Belleville                                ;Couronnes                                 
;;;LineString;-1.360669470948347,-5.981251482267689,-1.360688995872117,-5.981271137199456                                                                                                                                                                                    ;7;154;#fa9aba;Corentin Cariou                           ;Crimée                                    
;;;LineString;-1.360313080862938,-5.981723413066821,-1.360266063485081,-5.981675992781839                                                                                                                                                                                    ;9;251;#b6bd00;Robespierre                               ;Croix de Chavaux                          
;;;LineString;-1.360224806280024,-5.98252725209015,-1.360224625546469,-5.982594675465985                                                                                                                                                                                     ;8;197;#e19bdf;Maisons-Alfort - Les Juilliottes          ;Créteil - L'Échat                         
;;;LineString;-1.360224264804348,-5.982728721044704,-1.360224162200904,-5.982767223242444                                                                                                                                                                                    ;8;205;#e19bdf;Créteil - Préfecture                      ;Pointe du Lac                             
;;;LineString;-1.360224444208267,-5.982661771758809,-1.360224264808602,-5.982728719521948                                                                                                                                                                                    ;8;198;#e19bdf;Créteil - Université                      ;Créteil - Préfecture                      
;;;LineString;-1.360224625546469,-5.982594675465985,-1.360224444208267,-5.982661771758809                                                                                                                                                                                    ;8;204;#e19bdf;Créteil - L'Échat                         ;Créteil - Université                      
;;;LineString;-1.36059811380978,-5.981337658731126,-1.360533878711944,-5.98133748162611                                                                                                                                                                                      ;7b             ;365;#6eca97;Botzaris                                  ;Danube                                    
;;;LineString;-1.360575678360728,-5.981930189048581,-1.360575624033354,-5.98195001216559,-1.360575692206749,-5.981951060424084,-1.360575891000462,-5.981952174925673,-1.360576204164044,-5.981953319837237,-1.360576622282954,-5.981954462391305,-1.360577127579367,-5.981955;6;119;#6eca97;Bel-Air                                   ;Daumesnil                                 
;;;LineString;-1.360600734180037,-5.981935058835614,-1.360578273403494,-5.981957423719523                                                                                                                                                                                    ;8;195;#e19bdf;Montgallet                                ;Daumesnil                                 
;;;LineString;-1.361021709730771,-5.982133922773882,-1.361017770009107,-5.982137845705773,-1.361017420407671,-5.982138171697724,-1.361017034328339,-5.98213848844594,-1.361016614814141,-5.982138795578686,-1.361016166824267,-5.982139087400029,-1.361015694914186,-5.982139;4;82;#cf009e;Raspail                                   ;Denfert-Rochereau                         
;;;LineString;-1.360926917677361,-5.982133653450775,-1.360966405364127,-5.982133766992672                                                                                                                                                                                    ;6;130;#6eca97;Saint-Jacques                             ;Denfert-Rochereau                         
;;;LineString;-1.360578273403494,-5.981957423719523,-1.36057835066261,-5.98195753510929,-1.360579037455691,-5.981958327828287,-1.360600248070767,-5.981979680804649                                                                                                          ;6;129;#6eca97;Daumesnil                                 ;Dugommier                                 
;;;LineString;-1.361300194075907,-5.982012628679763,-1.361333966722327,-5.981979003901314                                                                                                                                                                                    ;6;131;#6eca97;La Motte-Picquet - Grenelle               ;Dupleix                                   
;;;LineString;-1.361154097992811,-5.982125535533754,-1.361165625882454,-5.982125568236691,-1.361166120654838,-5.982125543421325,-1.361166603012645,-5.98212547098255,-1.361167069531533,-5.98212535167165,-1.361167514500352,-5.982125188136775,-1.36116794019203,-5.98212498;13;321;#6ec4e8;Montparnasse - Bienvenüe                  ;Duroc                                     
;;;LineString;-1.361215670142324,-5.981999481652443,-1.361197548492809,-5.981981236468326                                                                                                                                                                                    ;10;261;#c9910d;Ségur                                     ;Duroc                                     
;;;LineString;-1.361126588126385,-5.981958412834628,-1.361146561951948,-5.981978569215062,-1.361147296674378,-5.981979217795098,-1.361148163461654,-5.981979824124794,-1.361149125094557,-5.981980372105686,-1.361150154227439,-5.981980850236559,-1.36115121819335,-5.981981;10;273;#c9910d;Vaneau                                    ;Duroc                                     
;;;LineString;-1.361292402296436,-5.982020387224637,-1.361292142013196,-5.98202032059953,-1.3612915803396,-5.982020201695016,-1.361291029979322,-5.982020116325026,-1.361290497021632,-5.982020062603967,-1.361289983359214,-5.982020043582976,-1.361270606048658,-5.98201998;8;214;#e19bdf;La Motte-Picquet - Grenelle               ;École Militaire                           
;;;LineString;-1.360304616226481,-5.982260404215105,-1.360228529973766,-5.982336162364995,-1.360227277907894,-5.982337764094646,-1.360226250996243,-5.98233975707562,-1.360225555651766,-5.982341889218305,-1.360225297143471,-5.982343909571801,-1.360225162153863,-5.982394;8;196;#e19bdf;Charenton - Écoles                        ;École vétérinaire de Maisons-Alfort       
;;;LineString;-1.361021709730771,-5.982133922773882,-1.361050019741816,-5.982134000896277,-1.361116436001631,-5.982134189733417                                                                                                                                              ;6;124;#6eca97;Raspail                                   ;Edgar Quinet                              
;;;LineString;-1.36155261764993,-5.98208036937266,-1.361551907906345,-5.982080170084829,-1.361550870362613,-5.982079980111765,-1.361549893695968,-5.982079912140476,-1.361513128548928,-5.982079807833486                                                                    ;10;257;#c9910d;Michel-Ange - Auteuil                     ;Église d'Auteuil                          
;;;LineString;-1.360198162189533,-5.981272406298725,-1.360211995273655,-5.981286330911406,-1.360213708368772,-5.981287671039023,-1.360214738354371,-5.98128825766557,-1.36021584117284,-5.981288771029873,-1.360216982646428,-5.981289195042568,-1.360218124026946,-5.9812895;5;118;#ff7e2e;Bobigny - Pantin - Raymond Queneau        ;Église de Pantin                          
;;;LineString;-1.361912541606721,-5.981401344101859,-1.361879611252777,-5.981414924491093                                                                                                                                                                                    ;1;1;#ffcd00;La Défense                                ;Esplanade de La Défense                   
;;;LineString;-1.360881593880108,-5.981577585785634,-1.360881581683451,-5.98158193828097,-1.36088158135488,-5.981582055535291,-1.360881583300326,-5.981582175461167,-1.360881589426362,-5.981582296160687,-1.360881596311827,-5.981582417243146,-1.360881604710815,-5.9815825;4;93;#cf009e;Réaumur - Sébastopol                      ;Étienne Marcel                            
;;;LineString;-1.361393453936429,-5.981437877024018,-1.361351689376153,-5.981479458759135                                                                                                                                                                                    ;3;50;#837902;Villiers                                  ;Europe                                    
;;;LineString;-1.361560065668531,-5.982224155263848,-1.361555530738404,-5.982219589954312,-1.36155429032993,-5.982217980914616,-1.361553274226852,-5.982215980418395,-1.361552591218479,-5.982213845374214,-1.361552342876981,-5.982211830004462,-1.361552379378538,-5.982194;9;233;#b6bd00;Porte de Saint-Cloud                      ;Exelmans                                  
;;;LineString;-1.360687911680203,-5.981793645288978,-1.360668804276966,-5.981793591967558,-1.360667828378538,-5.98179365534963,-1.360666790158874,-5.981793840372438,-1.360665722735672,-5.981794134189277,-1.360664656184662,-5.981794523944518,-1.360663625522644,-5.981794;8;211;#e19bdf;Ledru-Rollin                              ;Faidherbe - Chaligny                      
;;;LineString;-1.36122496997667,-5.982087522522787,-1.36122487047851,-5.982087477308445,-1.361224608804775,-5.98208736423463,-1.361224345211653,-5.982087257627013,-1.361224080084728,-5.982087155583242,-1.361223812277927,-5.982087060003447,-1.361223545981422,-5.98208696;12;290;#7852  ;Pasteur                                   ;Falguière                                 
;;;LineString;-1.360767865697284,-5.981545177282814,-1.360767659726698,-5.981621840313487                                                                                                                                                                                    ;8;187;#e19bdf;République                                ;Filles du Calvaire                        
;;;LineString;-1.360276992021233,-5.980856186613974,-1.360388358332538,-5.980968483294228                                                                                                                                                                                    ;7;165;#fa9aba;La Courneuve - 8 Mai 1945                 ;Fort d'Aubervilliers                      
;;;LineString;-1.361341226448348,-5.981820416938125,-1.361340978864343,-5.981818400417313,-1.361341342400533,-5.98168405777175                                                                                                                                               ;9;239;#b6bd00;Alma - Marceau                            ;Franklin D. Roosevelt                     
;;;LineString;-1.361375882886249,-5.981650856549802,-1.361341342400533,-5.98168405777175                                                                                                                                                                                     ;1;21;#ffcd00;George V                                  ;Franklin D. Roosevelt                     
;;;LineString;-1.360930836417254,-5.981164070258504,-1.360931024170418,-5.981094376561316,-1.360931008021385,-5.981093897591311,-1.360930960748413,-5.981093398352809,-1.36093088385756,-5.981092884180045,-1.360930775437971,-5.981092358493709,-1.360930641181658,-5.981091;12;289;#7852  ;Porte de la Chapelle                      ;Front Populaire                           
;;;LineString;-1.361342650567396,-5.98217276299284,-1.361342756015262,-5.982133852398829                                                                                                                                                                                     ;8;213;#e19bdf;Boucicaut                                 ;Félix Faure                               
;;;LineString;-1.361593721285314,-5.98102832836179,-1.361628962574827,-5.980993241499284,-1.361629608795614,-5.980992504839084,-1.361630211651613,-5.980991638612609,-1.361630760025637,-5.980990674766093,-1.361631237859396,-5.980989644469846,-1.36163163327413,-5.9809885;13;329;#6ec4e8;Mairie de Clichy                          ;Gabriel Péri                              
;;;LineString;-1.360464903647684,-5.981588989167095,-1.36038523925989,-5.981588965751763                                                                                                                                                                                     ;3;65;#837902;Porte de Bagnolet                         ;Gallieni                                  
;;;LineString;-1.360488822353964,-5.981551002606687,-1.360515465658763,-5.9815778228303,-1.360515533430754,-5.981580238183569                                                                                                                                                ;3b             ;358;#6ec4e8;Pelleport                                 ;Gambetta                                  
