Geo Point;Geo Shape;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.98265683203,-1.3631492479;"{""type"": ""Point"", ""coordinates"": [-1.363149247901295, -5.982656832026859]}";411492;1047;DREUX;Dreux;TRAIN;TRAIN N;A01847;TRAIN N;TRAIN N-496;N;-0.28381348;192.61932373
-5.97994053132,-1.36003617438;"{""type"": ""Point"", ""coordinates"": [-1.360036174376811, -5.979940531316609]}";42163;1001;AÉROPORT CHARLES DE GAULLE 1 (TERMINAL 3);Aéroport CDG1 (Terminal 3);NAVETTE;CDGVAL;A01516;CDGVAL;CDGVAL-463;CDG;522.68689549;599.85468549
-5.9822228749,-1.36027619719;"{""type"": ""Point"", ""coordinates"": [-1.360276197192595, -5.982222874903703]}";42545;150;CHARENTON-ECOLES;Charenton-Ecoles;METRO;;A01541;METRO 8;METRO 8-108079;8;464.02410889;236.62670898
-5.98224914939,-1.3606770122;"{""type"": ""Point"", ""coordinates"": [-1.360677012204049, -5.982249149388855]}";44513;992;PORTE DE CHOISY;Pte de Choisy;TRAM;;A01193;TRAM 3a;TRAM 3a-107085;3A;399.55279541;235.97180176
-5.98268634465,-1.36017144608;"{""type"": ""Point"", ""coordinates"": [-1.360171446080192, -5.98268634465285]}";42778;224;CRÉTEIL-PRÉFECTURE;Créteil-Préfecture;METRO;;A01541;METRO 8;METRO 8-108091;8;476.71173754;161.50585211
-5.98227560161,-1.36135219117;"{""type"": ""Point"", ""coordinates"": [-1.361352191174686, -5.982275601611405]}";45357;47;BALARD;Balard;METRO;METRO 8;A01541;METRO 8;METRO 8-108019;8;291.10709954;237.71986631
-5.98196951852,-1.36047498194;"{""type"": ""Point"", ""coordinates"": [-1.360474981943621, -5.981969518524997]}";44140;546;MICHEL BIZOT;Michel Bizot;METRO;;A01541;METRO 8;METRO 8-108071;8;434.40667725;278.9453125
-5.9820410275,-1.36045373546;"{""type"": ""Point"", ""coordinates"": [-1.360453735458851, -5.982041027503783]}";44512;686;PORTE DE CHARENTON;Pte de Charenton;METRO;;A01541;METRO 8;METRO 8-108075;8;437.17921236;267.30999617
-5.9820348851,-1.36127519097;"{""type"": ""Point"", ""coordinates"": [-1.361275190970818, -5.982034885097159]}";43566;422;LA MOTTE PICQUET-GRENELLE;La Motte Picquet-Grenelle;METRO;;A01541;METRO 8;METRO 8-106071;8;305.5784726;275.57161558
-5.98171781302,-1.36120676192;"{""type"": ""Point"", ""coordinates"": [-1.361206761917682, -5.981717813023416]}";45676;201;CONCORDE;Concorde;METRO;;A01541;METRO 8;METRO 8-101061;8;319.35185101;325.7222238
-5.98153920196,-1.36109410879;"{""type"": ""Point"", ""coordinates"": [-1.361094108790952, -5.981539201956926]}";44642;737;RICHELIEU-DROUOT;Richelieu-Drouot;METRO;;A01541;METRO 8;METRO 8-108043;8;338.9875108;353.31601446
-5.9817288757,-1.36076544259;"{""type"": ""Point"", ""coordinates"": [-1.360765442586805, -5.9817288756983]}";45097;180;CHEMIN VERT;Chemin Vert;METRO;;A01541;METRO 8;METRO 8-108057;8;389.98413086;320.04089356
-5.98192529061,-1.36119532437;"{""type"": ""Point"", ""coordinates"": [-1.361195324370946, -5.981925290614035]}";42885;248;ECOLE MILITAIRE;Ecole Militaire;METRO;;A01541;METRO 8;METRO 8-108031;8;319.34875374;292.40783867
-5.9817948044,-1.36063827057;"{""type"": ""Point"", ""coordinates"": [-1.360638270573065, -5.981794804396823]}";42980;279;FAIDHERBE-CHALIGNY;Faidherbe-Chaligny;METRO;;A01541;METRO 8;METRO 8-108063;8;409.7824707;308.36029053
-5.98183117491,-1.36119673316;"{""type"": ""Point"", ""coordinates"": [-1.361196733164486, -5.981831174909233]}";43407;363;INVALIDES;Invalides;METRO;;A01541;METRO 8;METRO 8-312;8;319.95591555;307.48647625
-5.98177681579,-1.36068339563;"{""type"": ""Point"", ""coordinates"": [-1.360683395627953, -5.981776815788557]}";43674;441;LEDRU-ROLLIN;Ledru-Rollin;METRO;;A01541;METRO 8;METRO 8-108061;8;402.70947266;311.63970947
-5.98248518014,-1.36018253088;"{""type"": ""Point"", ""coordinates"": [-1.360182530884184, -5.982485180143144]}";44067;499;MAISONS-ALFORT-LES-JULLIOTTES;Maisons-Alfort-les-Julliottes;METRO;;A01541;METRO 8;METRO 8-108085;8;476.7152231;193.80676131
-5.98193463335,-1.36056533754;"{""type"": ""Point"", ""coordinates"": [-1.360565337540633, -5.981934633346916]}";45229;234;DAUMESNIL;Daumesnil;METRO;;A01541;METRO 8;METRO 8-106037;8;420.23427448;285.33036275
-5.98158510746,-1.36114002858;"{""type"": ""Point"", ""coordinates"": [-1.361140028576829, -5.981585107461671]}";42237;608;OPÉRA;Opéra;METRO;;A01541;METRO 8;METRO 8-108041;8;331.2217673;346.37437476
-5.98175764873,-1.36074954653;"{""type"": ""Point"", ""coordinates"": [-1.360749546526269, -5.981757648725139]}";42288;56;BASTILLE;Bastille;METRO;;A01541;METRO 8;METRO 8-105071;8;392.27715855;315.29421918
-5.98160941996,-1.36077202596;"{""type"": ""Point"", ""coordinates"": [-1.360772025960201, -5.981609419956086]}";58727;283;FILLES DU CALVAIRE;Filles du Calvaire;METRO;;A01541;METRO 8;METRO 8-108053;8;389.98608767;339.22173014
-5.9818601945,-1.3611989115;"{""type"": ""Point"", ""coordinates"": [-1.361198911496408, -5.981860194496742]}";43409;425;LA TOUR MAUBOURG;La Tour Maubourg;METRO;;A01541;METRO 8;METRO 8-108033;8;319.34991455;302.86010742
-5.98153099889,-1.36095811386;"{""type"": ""Point"", ""coordinates"": [-1.360958113863117, -5.981530998891099]}";45100;90;BONNE NOUVELLE;Bonne Nouvelle;METRO;;A01541;METRO 8;METRO 8-108047;8;360.855896;353.42407227
-5.98255250166,-1.36017882173;"{""type"": ""Point"", ""coordinates"": [-1.36017882173147, -5.982552501658723]}";45712;223;CRÉTEIL-L'ECHAT;Créteil-l'Echat;METRO;;A01541;METRO 8;METRO 8-108087;8;476.71406343;182.99700789
-5.98337559993,-1.3588609106;"{""type"": ""Point"", ""coordinates"": [-1.358860910600832, -5.983375599925913]}";411455;1041;ETIGNY-VERON;Etigny-Veron;TRAIN;;;GL;GRD LIGNES-490;GL;680.65647787;39.55933433
-5.98337559993,-1.3588609106;"{""type"": ""Point"", ""coordinates"": [-1.358860910600832, -5.983375599925913]}";411473;1043;SAINT-JULIEN-DU-SAULT;Saint-Julien-Du-Sault;TRAIN;;;GL;GRD LIGNES-492;GL;680.65647787;39.55933433
-5.98343760961,-1.36308624743;"{""type"": ""Point"", ""coordinates"": [-1.36308624743136, -5.983437609608593]}";411504;1030;LA VILLETTE-SAINT-PREST;La Villette-Saint-Prest;TRAIN;;;GL;GRD LIGNES-479;GL;2.8998977;67.07177249
-5.98177883204,-1.36297573135;"{""type"": ""Point"", ""coordinates"": [-1.362975731351781, -5.981778832041402]}";46965;508;MANTES-STATION;Mantes-Station;TRAIN;;A01852;TRAIN J;TRAIN J-115;J;35.29971402;331.63223059
-5.98261949651,-1.36017512909;"{""type"": ""Point"", ""coordinates"": [-1.360175129093141, -5.982619496507901]}";42779;226;CRÉTEIL-UNIVERSITÉ;Créteil-Université;METRO;;A01541;METRO 8;METRO 8-108089;8;476.71288646;172.23947924
-5.98204060104,-1.36044314309;"{""type"": ""Point"", ""coordinates"": [-1.360443143094515, -5.982040601040763]}";44512;1102;PORTE DE CHARENTON;Pte de Charenton;TRAM;;A01193;TRAM 3a;TRAM 3a-108075;3A;438.88061651;267.28436371
-5.9815606751,-1.36046959386;"{""type"": ""Point"", ""coordinates"": [-1.360469593858239, -5.981560675098576]}";44510;1095;PORTE DE BAGNOLET;Pte de Bagnolet;TRAM;;A01757;TRAM 3b;TRAM 3b-103035;3B;438.8881304;344.3453373
-5.98136541516,-1.36048035339;"{""type"": ""Point"", ""coordinates"": [-1.360480353390882, -5.981365415164556]}";45616;1106;HÔPITAL ROBERT DEBRÉ;Hôpital Robert Debré;TRAM;;A01757;TRAM 3b;TRAM 3b-1604;3B;438.89148635;375.69767684
-5.98114809849,-1.36061613534;"{""type"": ""Point"", ""coordinates"": [-1.360616135335362, -5.981148098487179]}";44518;1110;PORTE DE LA VILLETTE;Pte de la Villette;TRAM;;A01757;TRAM 3b;TRAM 3b-107031;3B;419.05291748;411.68847656
-5.98199286533,-1.36044576499;"{""type"": ""Point"", ""coordinates"": [-1.360445764994291, -5.981992865325138]}";44532;1101;PORTE DORÉE;Pte Dorée;TRAM;;A01193;TRAM 3a;TRAM 3a-108073;3A;438.88277624;274.94914271
-5.9808131583,-1.36161634981;"{""type"": ""Point"", ""coordinates"": [-1.361616349812396, -5.980813158301414]}";46452;1082;LE LUTH;Le Luth;TRAM;;A01191;TRAM 1;TRAM 1-1033;1;261.71482989;474.1678582
-5.98079019356,-1.36120050106;"{""type"": ""Point"", ""coordinates"": [-1.361200501062722, -5.980790193564108]}";46332;1075;MAIRIE DE VILLENEUVE-LA-GARENNE;Mairie de Villeneuve-la-Garenne;TRAM;;A01191;TRAM 1;TRAM 1-1027;1;328.56519984;474.15907061
-5.98099083037,-1.3622435713;"{""type"": ""Point"", ""coordinates"": [-1.362243571296757, -5.980990830370213]}";50622;1085;PONT DE BEZONS;Pont de Bezons;TRAM;TRAM  2;A01192;TRAM 2;TRAM 2-1504;2;159.61863734;451.28493725
-5.98212368782,-1.3613210336;"{""type"": ""Point"", ""coordinates"": [-1.361321033602262, -5.982123687819891]}";42734;197;COMMERCE;Commerce;METRO;;A01541;METRO 8;METRO 8-108027;8;297.4453125;261.76208496
-5.98272478871,-1.36016932857;"{""type"": ""Point"", ""coordinates"": [-1.360169328568026, -5.982724788714818]}";44453;1072;CRÉTEIL-POINTE DU LAC;Créteil-Pointe du Lac;METRO;METRO 8;A01541;METRO 8;METRO 8-108092;8;476.71107677;155.33273898
-5.98221728094,-1.36131587381;"{""type"": ""Point"", ""coordinates"": [-1.361315873808991, -5.982217280943238]}";45363;479;LOURMEL;Lourmel;METRO;;A01541;METRO 8;METRO 8-108021;8;297.44390869;246.73388672
-5.98167579361,-1.36123104011;"{""type"": ""Point"", ""coordinates"": [-1.361231040110074, -5.981675793612669]}";43898;489;MADELEINE;Madeleine;METRO;;A01541;METRO 8;METRO 8-108039;8;315.83273029;332.66378584
-5.98235213266,-1.36018986149;"{""type"": ""Point"", ""coordinates"": [-1.360189861489636, -5.982352132655575]}";42889;12;ECOLE VÉTÉRINAIRE DE MAISONS-ALFORT;Ecole Vétérinaire de Maisons-Alfort;METRO;;A01541;METRO 8;METRO 8-108081;8;476.71765333;215.17018884
-5.98241884268,-1.36018618571;"{""type"": ""Point"", ""coordinates"": [-1.360186185710945, -5.982418842676616]}";44066;500;MAISONS-ALFORT STADE;Maisons-Alfort Stade;METRO;;A01541;METRO 8;METRO 8-108083;8;476.71644381;204.45855574
-5.98199347161,-1.36045631354;"{""type"": ""Point"", ""coordinates"": [-1.360456313542817, -5.981993471614189]}";44532;705;PORTE DORÉE;Pte Dorée;METRO;;A01541;METRO 8;METRO 8-108073;8;437.18684175;274.94555526
-5.98191347302,-1.36058893659;"{""type"": ""Point"", ""coordinates"": [-1.360588936588332, -5.981913473015008]}";44160;555;MONTGALLET;Montgallet;METRO;;A01541;METRO 8;METRO 8-108067;8;416.63909912;288.92669678
-5.98167585168,-1.36076836544;"{""type"": ""Point"", ""coordinates"": [-1.360768365441177, -5.981675851683121]}";45208;780;SAINT-SÉBASTIEN-FROISSART;St-Sébastien-Froissart;METRO;;A01541;METRO 8;METRO 8-108055;8;389.98494591;328.55504332
-5.98225942204,-1.36086213955;"{""type"": ""Point"", ""coordinates"": [-1.360862139554873, -5.982259422038713]}";44892;989;STADE CHARLÉTY (PORTE DE GENTILLY);Stade Charléty;TRAM;;A01193;TRAM 3a;TRAM 3a-1312;3A;369.79135284;235.96744796
-5.98153287397,-1.36077624496;"{""type"": ""Point"", ""coordinates"": [-1.360776244957569, -5.981532873972506]}";44617;732;RÉPUBLIQUE;République;METRO;;A01541;METRO 8;METRO 8-109069;8;389.98740328;351.51266299
-5.98215953286,-1.36034685216;"{""type"": ""Point"", ""coordinates"": [-1.360346852161171, -5.982159532863753]}";43811;466;LIBERTÉ;Liberté;METRO;;A01541;METRO 8;METRO 8-108077;8;453.26072312;247.39256474
-5.98152726589,-1.36089053895;"{""type"": ""Point"", ""coordinates"": [-1.360890538947522, -5.981527265892644]}";44909;837;STRASBOURG-SAINT-DENIS;Strasbourg-St-Denis;METRO;;A01541;METRO 8;METRO 8-109067;8;371.71911655;353.42289075
-5.98184399122,-1.36062748195;"{""type"": ""Point"", ""coordinates"": [-1.360627481950897, -5.981843991216742]}";44637;735;REUILLY-DIDEROT;Reuilly-Diderot;METRO;;A01541;METRO 8;METRO 8-101043;8;411.07627312;300.39106363
-5.98215082856,-1.36131953746;"{""type"": ""Point"", ""coordinates"": [-1.361319537457195, -5.982150828560853]}";42984;282;FÉLIX FAURE;Félix Faure;METRO;;A01541;METRO 8;METRO 8-108025;8;297.44488525;257.40411377
-5.98153419607,-1.36101599352;"{""type"": ""Point"", ""coordinates"": [-1.361015993519977, -5.981534196069815]}";43310;754;GRANDS BOULEVARDS;Grands Boulevards;METRO;;A01541;METRO 8;METRO 8-108045;8;351.55133057;353.42510986
-5.98218968031,-1.36131739573;"{""type"": ""Point"", ""coordinates"": [-1.361317395730696, -5.982189680310532]}";42370;94;BOUCICAUT;Boucicaut;METRO;;A01541;METRO 8;METRO 8-108023;8;297.4442749;251.16571045
-5.98216709277,-1.36152871272;"{""type"": ""Point"", ""coordinates"": [-1.361528712715998, -5.982167092769021]}";44139;545;MICHEL ANGE-MOLITOR;Michel Ange-Molitor;METRO;;A01542;METRO 9;METRO 9-110035;9;263.77642534;256.65412747
-5.98007053306,-1.35988268606;"{""type"": ""Point"", ""coordinates"": [-1.359882686058056, -5.980070533058997]}";43065;1005;AÉROPORT CHARLES DE GAULLE 2 TGV (TERMINAL 2);Aéroport CDG 2 TGV (Terminal 2);NAVETTE;CDGVAL;A01516;CDGVAL;CDGVAL-443;CDG;546.13569805;577.68500639
-5.98285152558,-1.36116544231;"{""type"": ""Point"", ""coordinates"": [-1.361165442306671, -5.982851525583502]}";43066;19;ANTONY;Antony;NAVETTE;ORLYVAL;A01551;ORLYVAL;ORLYVAL-301;ORL;315.9403942;143.87008122
-5.98152386314,-1.36095835328;"{""type"": ""Point"", ""coordinates"": [-1.360958353275792, -5.981523863137339]}";45100;91;BONNE NOUVELLE;Bonne Nouvelle;METRO;;A01542;METRO 9;METRO 9-108047;9;360.88067627;354.56848145
-5.98070410987,-1.36088164213;"{""type"": ""Point"", ""coordinates"": [-1.360881642129366, -5.980704109871033]}";50681;1131;ROGER SÉMAT;Roger Sémat;TRAM;;A01760;TRAM 5;TRAM 5-1502;5;380.42982889;485.1138424
-5.98064592568,-1.36088478144;"{""type"": ""Point"", ""coordinates"": [-1.360884781440999, -5.980645925676384]}";46338;1129;PETIT PIERREFITTE;Petit Pierrefitte;TRAM;;A01760;TRAM 5;TRAM 5-1503;5;380.44160869;494.45554076
-5.98045175275,-1.36088820058;"{""type"": ""Point"", ""coordinates"": [-1.360888200577932, -5.980451752752256]}";46345;1125;ALCIDE D'ORBIGNY;Alcide d'Orbigny;TRAM;;A01760;TRAM 5;TRAM 5-1510;5;381.74336806;525.96260574
-5.9804028262,-1.36085596508;"{""type"": ""Point"", ""coordinates"": [-1.360855965077142, -5.980402826198804]}";58639;1124;JACQUES PRÉVERT;Jacques Prévert;TRAM;;A01760;TRAM 5;TRAM 5-1511;5;387.2111733;533.11496537
-5.98275741086,-1.36084579377;"{""type"": ""Point"", ""coordinates"": [-1.360845793771692, -5.982757410859556]}";58784;1147;AUGUSTE PERRET;Auguste Perret;TRAM;;A02134;TRAM 7;TRAM 7-1816;7;368.00394235;156.10384554
-5.98285164201,-1.36093007238;"{""type"": ""Point"", ""coordinates"": [-1.360930072383501, -5.982851642007109]}";58785;1151;PORTE DE RUNGIS;Pte de Rungis;TRAM;;A02134;TRAM 7;TRAM 7-1800;7;353.66259521;141.76580258
-5.98305353712,-1.36086189599;"{""type"": ""Point"", ""coordinates"": [-1.360861895987861, -5.983053537124867]}";42165;1158;AÉROPORT D'ORLY;Aéroport d'Orly;TRAM;;A02134;TRAM 7;TRAM 7-450;7;362.80261538;108.84180006
-5.98259964822,-1.3611202019;"{""type"": ""Point"", ""coordinates"": [-1.361120201904955, -5.982599648216514]}";59202;1161;VAUBAN;Vauban;TRAM;;A02149;TRAM 6;TRAM 6-117058;6;325.42029653;183.7902313
-5.98272362838,-1.36133969741;"{""type"": ""Point"", ""coordinates"": [-1.361339697405505, -5.982723628383333]}";44838;1165;SOLEIL LEVANT;Soleil Levant;TRAM;;A02149;TRAM 6;TRAM 6-117054;6;289.14409878;165.88815499
-5.98280434501,-1.36143920224;"{""type"": ""Point"", ""coordinates"": [-1.361439202241091, -5.982804345006409]}";44300;1168;PAVÉ BLANC;Pavé Blanc;TRAM;;A02149;TRAM 6;TRAM 6-117051;6;272.48204357;153.84858305
-5.98289583626,-1.36175066136;"{""type"": ""Point"", ""coordinates"": [-1.361750661364758, -5.982895836262064]}";42430;1176;MAIRIE DE VÉLIZY;Mairie de Vélizy;TRAM;;A02149;TRAM 6;TRAM 6-117043;6;221.75402832;141.96258545
-5.98288333857,-1.36184018073;"{""type"": ""Point"", ""coordinates"": [-1.361840180729801, -5.982883338567205]}";44649;1178;ROBERT WAGNER;Robert Wagner;TRAM;;A02149;TRAM 6;TRAM 6-117041;6;207.51721191;144.7565918
-5.9806580956,-1.3611915705;"{""type"": ""Point"", ""coordinates"": [-1.361191570502778, -5.980658095604396]}";50566;1190;LES BÉATUS;Les Béatus;TRAM;;A02150;TRAM 8;TRAM 8-117068;8;331.16557019;495.22579011
-5.98084585123,-1.36100249634;"{""type"": ""Point"", ""coordinates"": [-1.36100249633838, -5.980845851227667]}";50567;1180;PIERRE DE GEYTER;Pierre de Geyter;TRAM;;A02150;TRAM 8;TRAM 8-117059;8;359.80640695;463.49495326
-5.98087766515,-1.3609752448;"{""type"": ""Point"", ""coordinates"": [-1.360975244796886, -5.980877665154695]}";44861;1179;SAINT-DENIS-PORTE DE PARIS;St-Denis-Pte de Paris;TRAM;TRAM  8;A02150;TRAM 8;TRAM 8-114079;8;363.89234623;458.16082091
-5.98121043577,-1.36078282665;"{""type"": ""Point"", ""coordinates"": [-1.360782826652134, -5.981210435767475]}";58498;1196;ROSA PARKS;Rosa Parks;RER;;A01843;RER E;RER E-1609;E;391.78601074;403.18658447
-5.98236666072,-1.36190344178;"{""type"": ""Point"", ""coordinates"": [-1.361903441779565, -5.982366660723875]}";47767;1198;SEVRES-VILLE-D'AVRAY;Sevres-Ville-D'Avray;TRAIN;;A01855;TRAIN U;TRAIN U-381;U;201.95185615;228.02802919
-5.980598219,-1.36032339771;"{""type"": ""Point"", ""coordinates"": [-1.360323397709465, -5.980598218995572]}";426092;1206;GARE DE DUGNY - LA COURNEUVE;Gare de Dugny - La Courneuve;TRAM;;A02225;TRAM 11;TRAM 11-522;11;470.83530953;497.1187661
-5.98270755821,-1.36203483982;"{""type"": ""Point"", ""coordinates"": [-1.362034839819203, -5.982707558209686]}";46689;1200;VIROFLAY R.D.;Viroflay R.D.;TRAM;TRAM  6;A02149;TRAM 6;TRAM 6-149;6;177.87487793;174.62109375
-5.98118362335,-1.36137491161;"{""type"": ""Point"", ""coordinates"": [-1.361374911610824, -5.981183623353824]}";44515;1213;HONORÉ DE BALZAC;Honoré de Balzac;TRAM;;A01757;TRAM 3b;TRAM 3b-1615;3B;297.13067627;412.72491455
-5.98119334202,-1.36147922364;"{""type"": ""Point"", ""coordinates"": [-1.361479223640061, -5.981193342015928]}";44515;1214;PORTE DE CLICHY;Pte de Clichy - Tribunal De Paris;TRAM;;A01757;TRAM 3b;TRAM 3b-442;3B;280.32672119;412.09350586
-5.9808562784,-1.35967839026;"{""type"": ""Point"", ""coordinates"": [-1.359678390257584, -5.980856278395894]}";477277;1222;CLICHY-MONTFERMEIL;Clichy-Montfermeil;TRAM;;A01761;TRAM 4;TRAM 4-528;4;572.89943266;450.13408195
-5.98256241657,-1.36060741786;"{""type"": ""Point"", ""coordinates"": [-1.360607417860878, -5.982562416566648]}";478994;1235;BEETHOVEN - CONCORDE;Beethoven - Concorde;TRAM;;A01855;TRAM 9;TRAM 9-117077;9;407.93453667;185.20690292
-5.98259033172,-1.36060587799;"{""type"": ""Point"", ""coordinates"": [-1.360605877987338, -5.9825903317155]}";479030;1236;MUSÉE MAC VAL;Musée Mac Val;TRAM;;A01855;TRAM 9;TRAM 9-117078;9;407.93430405;180.72454782
-5.98270201228,-1.3605997174;"{""type"": ""Point"", ""coordinates"": [-1.360599717396548, -5.982702012275242]}";479028;1240;WATTEAU - RONDENAY;Watteau - Rondenay;TRAM;;A01855;TRAM 9;TRAM 9-117082;9;407.93337339;162.7919036
-5.9803550017,-1.36035361721;"{""type"": ""Point"", ""coordinates"": [-1.360353617213562, -5.980355001703695]}";43251;322;GARGES-SARCELLES;Garges-Sarcelles;RER;;A01842;RER D;RER D-255;D;468.14417618;536.31987502
-5.9800048618,-1.36034177214;"{""type"": ""Point"", ""coordinates"": [-1.360341772141519, -5.980004861797637]}";44628;482;LOUVRES;Louvres;RER;;A01842;RER D;RER D-259;D;473.14077815;592.26408262
-5.98185751893,-1.3600785566;"{""type"": ""Point"", ""coordinates"": [-1.360078556595311, -5.981857518926374]}";47238;289;FONTENAY-SOUS-BOIS;Fontenay-sous-Bois;RER;;A01856;RER A;RER A-342;A;498.93298307;293.36228933
-5.98251596456,-1.35984875335;"{""type"": ""Point"", ""coordinates"": [-1.359848753352903, -5.982515964555028]}";43146;405;LA VARENNE-CHENNEVIERES;La Varenne-Chennevieres;RER;;A01856;RER A;RER A-348;A;529.93773731;185.922037
-5.98236579608,-1.36002194384;"{""type"": ""Point"", ""coordinates"": [-1.360021943838064, -5.98236579607983]}";44801;826;ST-MAUR-CRETEIL;St-Maur-Creteil;RER;;A01856;RER A;RER A-345;A;503.50892264;211.49543399
-5.98227781544,-1.35912750037;"{""type"": ""Point"", ""coordinates"": [-1.359127500374454, -5.982277815439709]}";43247;516;MARLES-EN-BRIE;Marles-en-Brie;TRAIN;;A01844;TRAIN P;TRAIN P-26;P;647.64075656;217.65684169
-5.98194305027,-1.35912131612;"{""type"": ""Point"", ""coordinates"": [-1.359121316124229, -5.981943050271485]}";47943;572;MOUROUX;Mouroux;TRAIN;;A01844;TRAIN P;TRAIN P-30;P;651.59332746;271.19162449
-5.98313357438,-1.36143592128;"{""type"": ""Point"", ""coordinates"": [-1.361435921276448, -5.983133574382991]}";47009;616;PALAISEAU;Palaiseau;RER;;A01857;RER B;RER B-172;B;270.0937737;101.11554691
-5.9833679189,-1.36181916232;"{""type"": ""Point"", ""coordinates"": [-1.361819162323626, -5.983367918895848]}";43103;118;BURES-SUR-YVETTE;Bures-sur-Yvette;RER;;A01857;RER B;RER B-183;B;206.59641982;66.99724123
-5.98090020722,-1.36191680586;"{""type"": ""Point"", ""coordinates"": [-1.361916805862819, -5.980900207221691]}";51238;82;BOIS-COLOMBES;Bois-Colombes;TRAIN;;A01852;TRAIN J;TRAIN J-395;J;212.79086074;462.89573659
-5.98069309431,-1.36238727416;"{""type"": ""Point"", ""coordinates"": [-1.362387274156065, -5.980693094308777]}";43143;398;LA FRETTE-MONTIGNY;La Frette-Montigny;TRAIN;;A01852;TRAIN J;TRAIN J-226;J;139.22329548;500.21954372
-5.98068443261,-1.36223106068;"{""type"": ""Point"", ""coordinates"": [-1.36223106068439, -5.980684432612575]}";43212;867;VAL D'ARGENTEUIL;Val d'Argenteuil;TRAIN;;A01852;TRAIN J;TRAIN J-220;J;164.33597643;500.22147574
-5.98055173475,-1.36135499316;"{""type"": ""Point"", ""coordinates"": [-1.361354993162024, -5.980551734748091]}";46470;390;LA BARRE-ORMESSON;La Barre-Ormesson;TRAIN;;A01849;TRAIN H;TRAIN H-244;H;305.91558838;513.6998291
-5.98031593567,-1.36286159392;"{""type"": ""Point"", ""coordinates"": [-1.362861593918795, -5.980315935668127]}";51494;613;OSNY;Osny;TRAIN;;A01852;TRAIN J;TRAIN J-279;J;66.54449463;564.7980957
-5.98032146519,-1.36296120207;"{""type"": ""Point"", ""coordinates"": [-1.362961202066763, -5.980321465192602]}";44161;557;MONTGEROULT-COURCELLES;Montgeroult-Courcelles;TRAIN;;A01852;TRAIN J;TRAIN J-281;J;50.53179548;564.79602941
-5.98180368095,-1.36106397014;"{""type"": ""Point"", ""coordinates"": [-1.361063970138207, -5.981803680945829]}";45705;574;MUSEE D'ORSAY;Musee d'Orsay;RER;;A01840;RER C;RER C-311;C;341.47711071;310.71122214
-5.98232016646,-1.36052914335;"{""type"": ""Point"", ""coordinates"": [-1.360529143350221, -5.982320166464401]}";46366;369;IVRY-SUR-SEINE;Ivry-sur-Seine;RER;;A01840;RER C;RER C-367;C;422.62332375;223.2932369
-5.9816215252,-1.3623342472;"{""type"": ""Point"", ""coordinates"": [-1.362334247203687, -5.981621525197673]}";43237;439;LE VESINET-LE PECQ;Le Vesinet-le Pecq;RER;;A01856;RER A;RER A-96;A;139.50265654;351.1277304
-5.9822662179,-1.36207307343;"{""type"": ""Point"", ""coordinates"": [-1.362073073426656, -5.982266217899991]}";47770;304;GARCHES-MARNES-LA-COQUETTE;Garches-Marnes-la-Coquette;TRAIN;;A02176;TRAIN L;TRAIN L-380;L;175.65386091;245.61043803
-5.98054617484,-1.36147192898;"{""type"": ""Point"", ""coordinates"": [-1.361471928978849, -5.980546174835935]}";43201;821;ST-GRATIEN;St-Gratien;RER;;A01840;RER C;RER C-224;C;287.22381592;515.6260376
-5.98050999006,-1.3614736927;"{""type"": ""Point"", ""coordinates"": [-1.361473692704711, -5.98050999006213]}";46477;143;CHAMP DE COURSES D'ENGHIEN;Champ de Courses d'Enghien;TRAIN;;A01849;TRAIN H;TRAIN H-242;H;287.26141357;521.434021
-5.98106686474,-1.3629262014;"{""type"": ""Point"", ""coordinates"": [-1.362926201396857, -5.981066864738303]}";46926;859;TRIEL-SUR-SEINE;Triel-sur-Seine;TRAIN;;A01852;TRAIN J;TRAIN J-123;J;49.54153661;445.16412204
-5.98141939673,-1.36290671248;"{""type"": ""Point"", ""coordinates"": [-1.362906712475595, -5.981419396728074]}";43137;388;JUZIERS;Juziers;TRAIN;;A01852;TRAIN J;TRAIN J-119;J;49.54367965;388.55852614
-5.98188798318,-1.36129113506;"{""type"": ""Point"", ""coordinates"": [-1.361291135061913, -5.98188798318412]}";415091;664;PONT DE L'ALMA;Pont de l'Alma;RER;;A01840;RER C;RER C-313;C;304.3232746;299.22889006
-5.98278125038,-1.36182908612;"{""type"": ""Point"", ""coordinates"": [-1.36182908611606, -5.982781250376037]}";47883;177;CHAVILLE-VELIZY;Chaville-Velizy;RER;;A01840;RER C;RER C-72;C;210.19899264;161.00065203
-5.98029944796,-1.36000457169;"{""type"": ""Point"", ""coordinates"": [-1.360004571687131, -5.980299447959074]}";58793;905;VILLEPINTE;Villepinte;RER;;A01857;RER B;RER B-407;B;524.57621276;542.12065295
-5.98296984211,-1.35905198455;"{""type"": ""Point"", ""coordinates"": [-1.3590519845536, -5.982969842108064]}";47174;140;CHAMPBENOIST-POIGNY;Champbenoist-Poigny;TRAIN;;A01844;TRAIN P;TRAIN P-438;P;653.62195149;106.20678528
