Geo Point;Geo Shape;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.98236341654,-1.36097312684;"{""type"": ""Point"", ""coordinates"": [-1.360973126844567, -5.982363416537757]}";45904;1134;MAIRIE DE MONTROUGE;Mairie de Montrouge;METRO;METRO 4;A01537;METRO 4;METRO 4-104080;4;351.08303592;220.30339848
-5.9812561847,-1.36036954037;"{""type"": ""Point"", ""coordinates"": [-1.360369540366785, -5.981256184701731]}";43364;348;HOCHE;Hoche;METRO;;A01538;METRO 5;METRO 5-105045;5;457.61791992;392.20147705
-5.98125106626,-1.36027689436;"{""type"": ""Point"", ""coordinates"": [-1.360276894363486, -5.981251066260081]}";42949;253;EGLISE DE PANTIN;Eglise de Pantin;METRO;;A01538;METRO 5;METRO 5-105043;5;472.51147461;392.20007324
-5.98134264861,-1.36074755588;"{""type"": ""Point"", ""coordinates"": [-1.360747555883042, -5.981342648609495]}";43425;374;JAURÈS;Jaurès;METRO;;A01538;METRO 5;METRO 5-117039;5;396.26874139;381.70958596
-5.98108489954,-1.36015071935;"{""type"": ""Point"", ""coordinates"": [-1.360150719348398, -5.981084899542484]}";44471;971;PONT DE BONDY;Pont de Bondy;TRAM;;A01191;TRAM 1;TRAM 1-1023;1;494.20370595;417.68223455
-5.98059166985,-1.36002774486;"{""type"": ""Point"", ""coordinates"": [-1.360027744863774, -5.98059166984711]}";43071;36;AULNAY-SOUS-BOIS;Aulnay-sous-Bois;TRAM;TRAM  4;A01761;TRAM 4;TRAM 4-405;4;518.27685057;495.54792301
-5.98195654319,-1.36188518357;"{""type"": ""Point"", ""coordinates"": [-1.361885183567079, -5.981956543189079]}";47370;457;LES CÔTEAUX;Les Côteaux;TRAM;;A01192;TRAM 2;TRAM 2-324;2;208.5084054;293.51809887
-5.9821908829,-1.36184310497;"{""type"": ""Point"", ""coordinates"": [-1.361843104972098, -5.982190882895572]}";44249;623;PARC DE SAINT-CLOUD;Parc de St-Cloud;TRAM;;A01192;TRAM 2;TRAM 2-323;2;213.17789486;255.63196046
-5.98251485138,-1.36177922417;"{""type"": ""Point"", ""coordinates"": [-1.361779224173541, -5.982514851383803]}";47364;112;BRIMBORION;Brimborion;TRAM;;A01192;TRAM 2;TRAM 2-321;2;220.54853014;203.20465241
-5.9823097511,-1.36131968239;"{""type"": ""Point"", ""coordinates"": [-1.361319682392033, -5.982309751099505]}";44917;1010;SUZANNE LENGLEN;Suzanne Lenglen;TRAM;;A01192;TRAM 2;TRAM 2-1502;2;296.01519067;231.96501608
-5.98176771823,-1.36074902175;"{""type"": ""Point"", ""coordinates"": [-1.360749021752418, -5.981767718233886]}";42288;55;BASTILLE;Bastille;METRO;;A01538;METRO 5;METRO 5-105071;5;392.27220225;313.67763272
-5.97980423385,-1.36059377258;"{""type"": ""Point"", ""coordinates"": [-1.360593772578949, -5.97980423384533]}";411440;1053;CREIL;Creil;RER;RER D;A01842;RER D;RER D-502;D;434.52894832;626.61243072
-5.98026598162,-1.36321542514;"{""type"": ""Point"", ""coordinates"": [-1.363215425137091, -5.980265981618777]}";411348;1062;LAVILLETERTRE;Lavilletertre;TRAIN;;A01852;TRAIN J;TRAIN J-510;J;10.27947998;575.93109131
-5.9801446883,-1.36322472322;"{""type"": ""Point"", ""coordinates"": [-1.363224723215737, -5.980144688303271]}";411345;1060;CHAUMONT-EN-VEXIN;Chaumont-en-Vexin;TRAIN;;A01852;TRAIN J;TRAIN J-508;J;9.86328125;595.4296875
-5.97979105842,-1.35941236062;"{""type"": ""Point"", ""coordinates"": [-1.359412360622261, -5.979791058424814]}";411390;1065;NANTEUIL-LE-HAUDOUIN;Nanteuil-le-Haudouin;TRAIN;;A02175;TRAIN K;TRAIN K-513;K;623.98552544;618.25610278
-5.98047551584,-1.35879506515;"{""type"": ""Point"", ""coordinates"": [-1.358795065145441, -5.980475515839651]}";411378;1069;CHATEAU-THIERRY;Chateau-Thierry;TRAIN;TRAIN P;A01844;TRAIN P;TRAIN P-517;P;716.86279764;503.22364956
-5.98364875917,-1.3599269408;"{""type"": ""Point"", ""coordinates"": [-1.359926940801016, -5.983648759168664]}";411488;1050;FERRIERES FONTENAY;Ferrieres Fontenay;TRAIN;;A01845;TRAIN R;TRAIN R-499;R;507.38361609;5.27304096
-5.98142801569,-1.36088824131;"{""type"": ""Point"", ""coordinates"": [-1.360888241305083, -5.981428015693868]}";43138;314;GARE DE L'EST;Gare de l'Est;METRO;;A01538;METRO 5;METRO 5-327;5;372.96577347;369.29049991
-5.98126286862,-1.36049128369;"{""type"": ""Point"", ""coordinates"": [-1.360491283689098, -5.981262868620614]}";44521;694;PORTE DE PANTIN;Pte de Pantin;METRO;;A01538;METRO 5;METRO 5-105047;5;438.04721417;392.2101878
-5.98126689235,-1.36056340131;"{""type"": ""Point"", ""coordinates"": [-1.360563401313516, -5.981266892347148]}";44227;614;OURCQ;Ourcq;METRO;;A01538;METRO 5;METRO 5-105049;5;426.45330811;392.20489502
-5.98127070884,-1.36063249669;"{""type"": ""Point"", ""coordinates"": [-1.360632496685571, -5.98127070883594]}";45581;426;LAUMIÈRE;Laumière;METRO;;A01538;METRO 5;METRO 5-105051;5;415.34570313;392.20611572
-5.98166455227,-1.3607547083;"{""type"": ""Point"", ""coordinates"": [-1.360754708303497, -5.981664552274566]}";44641;736;RICHARD LENOIR;Richard Lenoir;METRO;;A01538;METRO 5;METRO 5-105067;5;392.27368164;330.24267578
-5.98123065963,-1.36022159686;"{""type"": ""Point"", ""coordinates"": [-1.360221596862925, -5.98123065963031]}";42344;80;BOBIGNY-PANTIN RAYMOND QUENEAU;Bobigny-Pantin Raymond Queneau;METRO;;A01538;METRO 5;METRO 5-105041;5;481.5545044;394.97692871
-5.98186527292,-1.36078023453;"{""type"": ""Point"", ""coordinates"": [-1.360780234528671, -5.981865272922688]}";44583;718;QUAI DE LA RAPÉE;Quai de la Rapée;METRO;;A01538;METRO 5;METRO 5-105073;5;386.40652359;300.35257671
-5.98204667042,-1.36077023854;"{""type"": ""Point"", ""coordinates"": [-1.360770238537937, -5.982046670420324]}";44875;773;SAINT-MARCEL;St-Marcel;METRO;;A01538;METRO 5;METRO 5-105077;5;386.40319019;269.21080524
-5.98212123864,-1.36076612494;"{""type"": ""Point"", ""coordinates"": [-1.360766124939274, -5.982121238644204]}";44371;652;PLACE D'ITALIE;Place d'Italie;METRO;METRO 5;A01538;METRO 5;METRO 5-105081;5;386.40243702;257.23740388
-5.98159855909,-1.36075834955;"{""type"": ""Point"", ""coordinates"": [-1.360758349547187, -5.981598559085386]}";45193;602;OBERKAMPF;Oberkampf;METRO;;A01538;METRO 5;METRO 5-109071;5;392.27417223;340.83916961
-5.98193421659,-1.3607764353;"{""type"": ""Point"", ""coordinates"": [-1.360776435299746, -5.98193421659156]}";43072;312;GARE D'AUSTERLITZ;Gare d'Austerlitz;METRO;;A01538;METRO 5;METRO 5-375;5;386.40512295;287.26733107
-5.98170772131,-1.36075232847;"{""type"": ""Point"", ""coordinates"": [-1.360752328472456, -5.9817077213088]}";42390;107;BRÉGUET-SABIN;Bréguet-Sabin;METRO;;A01538;METRO 5;METRO 5-105069;5;392.27307129;323.31109619
-5.9810104876,-1.36017519819;"{""type"": ""Point"", ""coordinates"": [-1.360175198190381, -5.981010487604395]}";42345;79;BOBIGNY-PABLO PICASSO;Bobigny-Pablo Picasso;METRO;METRO 5;A01538;METRO 5;METRO 5-105037;5;490.93900847;429.81085768
-5.98153208796,-1.36076201604;"{""type"": ""Point"", ""coordinates"": [-1.360762016040894, -5.98153208796124]}";44617;731;RÉPUBLIQUE;République;METRO;;A01538;METRO 5;METRO 5-109069;5;392.274846;351.51241814
-5.98132675628,-1.36077592854;"{""type"": ""Point"", ""coordinates"": [-1.360775928541248, -5.981326756282709]}";44901;809;STALINGRAD;Stalingrad;METRO;;A01538;METRO 5;METRO 5-105055;5;391.86218058;384.50497474
-5.98135891189,-1.36094520909;"{""type"": ""Point"", ""coordinates"": [-1.360945209091732, -5.981358911886499]}";43233;319;GARE DU NORD;Gare du Nord;METRO;;A01538;METRO 5;METRO 5-384;5;364.44717038;380.85730248
-5.9814666385,-1.3608108092;"{""type"": ""Point"", ""coordinates"": [-1.360810809204179, -5.981466638499842]}";43417;370;JACQUES BONSERGENT;Jacques Bonsergent;METRO;;A01538;METRO 5;METRO 5-105061;5;385.03387451;362.4216919
-5.98207738503,-1.36076854487;"{""type"": ""Point"", ""coordinates"": [-1.360768544865039, -5.982077385027202]}";42426;124;CAMPO-FORMIO;Campo-Formio;METRO;;A01538;METRO 5;METRO 5-105079;5;386.40270996;264.27893066
-5.98186207667,-1.36141835105;"{""type"": ""Point"", ""coordinates"": [-1.361418351050156, -5.981862076666983]}";44962;862;TROCADÉRO;Trocadéro;METRO;;A01539;METRO 6;METRO 6-109043;6;284.16383132;304.50334449
-5.98193463335,-1.36056533754;"{""type"": ""Point"", ""coordinates"": [-1.360565337540633, -5.981934633346916]}";45229;233;DAUMESNIL;Daumesnil;METRO;;A01539;METRO 6;METRO 6-106037;6;420.23427448;285.33036275
-5.98213104666,-1.36094370819;"{""type"": ""Point"", ""coordinates"": [-1.360943708190357, -5.982131046663571]}";42835;237;DENFERT-ROCHEREAU;Denfert-Rochereau;METRO;;A01539;METRO 6;METRO 6-297;6;357.85445477;257.24070008
-5.98206851735,-1.36123766779;"{""type"": ""Point"", ""coordinates"": [-1.361237667792542, -5.982068517351904]}";44829;800;SÈVRES-LECOURBE;Sèvres-lecourbe;METRO;;A01539;METRO 6;METRO 6-106067;6;311.29467773;269.85510254
-5.98190729858,-1.36056416997;"{""type"": ""Point"", ""coordinates"": [-1.360564169972114, -5.981907298581585]}";45222;59;BEL-AIR;Bel-Air;METRO;;A01539;METRO 6;METRO 6-106035;6;420.66308594;289.69567871
-5.98214140419,-1.36113121853;"{""type"": ""Point"", ""coordinates"": [-1.361131218529172, -5.982141404187472]}";43238;565;MONTPARNASSE;Montparnasse;METRO;;A01539;METRO 6;METRO 6-285;6;327.71038181;257.24416023
-5.98213932076,-1.36109350995;"{""type"": ""Point"", ""coordinates"": [-1.361093509952549, -5.982139320758805]}";45313;250;EDGAR QUINET;Edgar Quinet;METRO;;A01539;METRO 6;METRO 6-106061;6;333.77227783;257.24353027
-5.98171417951,-1.36142650266;"{""type"": ""Point"", ""coordinates"": [-1.361426502663159, -5.981714179506821]}";43498;389;KLEBER;Kleber;METRO;;A01539;METRO 6;METRO 6-106083;6;284.16637325;328.25094156
-5.98189843121,-1.36141634718;"{""type"": ""Point"", ""coordinates"": [-1.361416347183827, -5.981898431212448]}";45417;626;PASSY;Passy;METRO;;A01539;METRO 6;METRO 6-106077;6;284.16320649;298.6660419
-5.9820312446,-1.3606516171;"{""type"": ""Point"", ""coordinates"": [-1.360651617095567, -5.982031244597057]}";44582;717;QUAI DE LA GARE;Quai de la Gare;METRO;;A01539;METRO 6;METRO 6-106043;6;405.55121328;270.62912143
-5.98204978177,-1.36125856632;"{""type"": ""Point"", ""coordinates"": [-1.361258566322043, -5.982049781774838]}";42419;123;CAMBRONNE;Cambronne;METRO;;A01539;METRO 6;METRO 6-106069;6;308.11108398;273.03948975
-5.98212401421,-1.36081643111;"{""type"": ""Point"", ""coordinates"": [-1.360816431109032, -5.982124014211708]}";45274;212;CORVISART;Corvisart;METRO;;A01539;METRO 6;METRO 6-106051;6;378.31530762;257.2387085
-5.98195800953,-1.36058611575;"{""type"": ""Point"", ""coordinates"": [-1.360586115748875, -5.981958009530548]}";42869;244;DUGOMMIER;Dugommier;METRO;;A01539;METRO 6;METRO 6-106039;6;416.69715706;281.77244502
-5.98212600458,-1.36085248138;"{""type"": ""Point"", ""coordinates"": [-1.360852481384193, -5.982126004579063]}";45276;331;GLACIÈRE;Glacière;METRO;;A01539;METRO 6;METRO 6-106053;6;372.51989746;257.23950195
-5.98337559993,-1.3588609106;"{""type"": ""Point"", ""coordinates"": [-1.358860910600832, -5.983375599925913]}";411476;1042;VILLENEUVE-SUR-YONNE;Villeneuve-sur-Yonne;TRAIN;;;GL;GRD LIGNES-491;GL;680.65647787;39.55933433
-5.98343760961,-1.36308624743;"{""type"": ""Point"", ""coordinates"": [-1.36308624743136, -5.983437609608593]}";411498;1029;JOUY;Jouy;TRAIN;;;GL;GRD LIGNES-478;GL;2.8998977;67.07177249
-5.9818824243,-1.36056553957;"{""type"": ""Point"", ""coordinates"": [-1.36056553957333, -5.981882424302986]}";44334;641;PICPUS;Picpus;METRO;;A01539;METRO 6;METRO 6-106033;6;420.66369629;293.68969727
-5.98352559236,-1.36119088614;"{""type"": ""Point"", ""coordinates"": [-1.361190886136065, -5.983525592361302]}";43081;274;ETRECHY;Etrechy;RER;;A01840;RER C;RER C-189;C;305.89661293;36.18853275
-5.98220812241,-1.36050555526;"{""type"": ""Point"", ""coordinates"": [-1.360505555261256, -5.98220812240792]}";45305;1104;AVENUE DE FRANCE;Av. de France;TRAM;;A01193;TRAM 3a;TRAM 3a-1317;3A;427.39530859;241.0202573
-5.98171342656,-1.36046117869;"{""type"": ""Point"", ""coordinates"": [-1.36046117869012, -5.981713426555817]}";44520;1097;PORTE DE MONTREUIL;Pte de Montreuil;TRAM;;A01757;TRAM 3b;TRAM 3b-109087;3B;438.8850708;319.81829834
-5.98162107813,-1.36046626493;"{""type"": ""Point"", ""coordinates"": [-1.360466264932111, -5.981621078129581]}";58503;1096;MARIE DE MIRIBEL;Mairie de Miribel;TRAM;;A01757;TRAM 3b;TRAM 3b-1603;3B;438.88706959;334.64646538
-5.98147608263,-1.36047425569;"{""type"": ""Point"", ""coordinates"": [-1.360474255688636, -5.981476082625091]}";58502;1093;ADRIENNE BOLLAND;Adrienne Bolland;TRAM;;A01757;TRAM 3b;TRAM 3b-1601;3B;438.88956165;357.92818435
-5.98139695959,-1.36047861554;"{""type"": ""Point"", ""coordinates"": [-1.360478615539987, -5.981396959585554]}";44529;1092;PORTE DES LILAS;Pte des Lilas;TRAM;;A01757;TRAM 3b;TRAM 3b-111035;3B;438.8909442;370.6327236
-5.98126286862,-1.36049128369;"{""type"": ""Point"", ""coordinates"": [-1.360491283689098, -5.981262868620614]}";44521;1116;PORTE DE PANTIN;Pte de Pantin;TRAM;;A01757;TRAM 3b;TRAM 3b-105047;3B;438.04721417;392.2101878
-5.98123022117,-1.3605054857;"{""type"": ""Point"", ""coordinates"": [-1.360505485701575, -5.981230221170097]}";58500;1108;DELPHINE SEYRIG;Delphine Seyrig;TRAM;;A01757;TRAM 3b;TRAM 3b-1606;3B;436.05986848;397.5621061
-5.98114633101,-1.36069980543;"{""type"": ""Point"", ""coordinates"": [-1.360699805426121, -5.98114633101255]}";45596;1111;CANAL SAINT-DENIS;Canal St-Denis;TRAM;;A01757;TRAM 3b;TRAM 3b-1608;3B;405.65896006;412.71272589
-5.98119291377,-1.36076850839;"{""type"": ""Point"", ""coordinates"": [-1.360768508391159, -5.9811929137727]}";58498;1112;ROSA PARKS;Rosa Parks;TRAM;;A01757;TRAM 3b;TRAM 3b-1609;3B;397.3568155;412.71361455
-5.98115644764,-1.36088609657;"{""type"": ""Point"", ""coordinates"": [-1.360886096572642, -5.981156447642231]}";45538;1114;COLETTE BESSON;Colette Besson;TRAM;;A01757;TRAM 3b;TRAM 3b-1611;3B;382.38567751;412.71521706
-5.98080962266,-1.36155237101;"{""type"": ""Point"", ""coordinates"": [-1.361552371006969, -5.980809622660614]}";50664;1081;LE VILLAGE;Le Village;TRAM;;A01191;TRAM 1;TRAM 1-1032;1;271.99982584;474.1667573
-5.98079648392,-1.36131443616;"{""type"": ""Point"", ""coordinates"": [-1.361314436163846, -5.980796483919462]}";42594;1077;CHEMIN DES RENIERS;Chemin des Reniers;TRAM;;A01191;TRAM 1;TRAM 1-1029;1;310.24937118;474.16149982
-5.98079322531,-1.36125543019;"{""type"": ""Point"", ""coordinates"": [-1.36125543018902, -5.980793225314553]}";47355;1076;LA NOUE;La Noue;TRAM;;A01191;TRAM 1;TRAM 1-1028;1;319.73495857;474.16025014
-5.98197150979,-1.36134588725;"{""type"": ""Point"", ""coordinates"": [-1.361345887248299, -5.981971509791126]}";45340;75;BIR HAKEIM;Bir Hakeim;METRO;;A01539;METRO 6;METRO 6-106075;6;294.80888942;286.34327019
-5.98104440235,-1.36218377733;"{""type"": ""Point"", ""coordinates"": [-1.362183777331979, -5.98104440234779]}";44678;1091;PARC PIERRE LAGRAVÈRE;Parc Pierre Lagravère;TRAM;;A01192;TRAM 2;TRAM 2-1510;2;168.72736064;442.17941989
-5.98123870679,-1.36196704469;"{""type"": ""Point"", ""coordinates"": [-1.361967044693051, -5.98123870679424]}";43729;1087;LES FAUVELLES;Les Fauvelles;TRAM;;A01192;TRAM 2;TRAM 2-1506;2;201.74283695;409.15453989
-5.98130188709,-1.3619464452;"{""type"": ""Point"", ""coordinates"": [-1.36194644519837, -5.981301887092883]}";58496;1086;FAUBOURG DE L'ARCHE;Faubourg de l'Arche;TRAM;;A01192;TRAM 2;TRAM 2-1505;2;204.48496303;398.85809374
-5.98209839887,-1.3612043375;"{""type"": ""Point"", ""coordinates"": [-1.361204337495667, -5.982098398873689]}";44273;629;PASTEUR;Pasteur;METRO;;A01539;METRO 6;METRO 6-112043;6;316.37207365;264.77640672
-5.98207541618,-1.36069112234;"{""type"": ""Point"", ""coordinates"": [-1.360691122338422, -5.982075416178106]}";45267;183;CHEVALERET;Chevaleret;METRO;;A01539;METRO 6;METRO 6-106045;6;398.82877272;263.90811985
-5.98210880807,-1.36072098615;"{""type"": ""Point"", ""coordinates"": [-1.360720986148911, -5.982108808072763]}";44192;587;NATIONALE;Nationale;METRO;;A01539;METRO 6;METRO 6-106047;6;393.74692358;258.82735851
-5.98212886659,-1.36090427942;"{""type"": ""Point"", ""coordinates"": [-1.36090427942342, -5.982128866588394]}";45315;768;SAINT-JACQUES;St-Jacques;METRO;;A01539;METRO 6;METRO 6-106055;6;364.19287109;257.24029541
-5.98178806479,-1.36142242959;"{""type"": ""Point"", ""coordinates"": [-1.361422429588667, -5.981788064794952]}";42359;84;BOISSIÈRE;Boissière;METRO;;A01539;METRO 6;METRO 6-106081;6;284.16510339;316.38745421
-5.9818526139,-1.36056718324;"{""type"": ""Point"", ""coordinates"": [-1.360567183241568, -5.981852613902805]}";44191;585;NATION;Nation;METRO;METRO 6;A01539;METRO 6;METRO 6-339;6;420.66408935;298.47639179
-5.98226789863,-1.36101487938;"{""type"": ""Point"", ""coordinates"": [-1.361014879382338, -5.982267898634393]}";43462;985;JEAN MOULIN;Jean Moulin;TRAM;;A01193;TRAM 3a;TRAM 3a-1308;3A;345.2366482;235.96391606
-5.98212160666,-1.36077281553;"{""type"": ""Point"", ""coordinates"": [-1.360772815531951, -5.98212160666443]}";44371;653;PLACE D'ITALIE;Place d'Italie;METRO;;A01539;METRO 6;METRO 6-105081;6;385.32696751;257.23764226
-5.98199649759,-1.36062054009;"{""type"": ""Point"", ""coordinates"": [-1.360620540092875, -5.981996497593734]}";45232;67;BERCY;Bercy;METRO;;A01539;METRO 6;METRO 6-106041;6;410.83942538;275.91620155
-5.9820348851,-1.36127519097;"{""type"": ""Point"", ""coordinates"": [-1.361275190970818, -5.982034885097159]}";43566;421;LA MOTTE PICQUET-GRENELLE;La Motte Picquet-Grenelle;METRO;;A01539;METRO 6;METRO 6-106071;6;305.5784726;275.57161558
-5.98163537083,-1.36143084725;"{""type"": ""Point"", ""coordinates"": [-1.361430847254038, -5.981635370833476]}";58759;154;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;METRO;METRO 6;A01539;METRO 6;METRO 6-337;6;284.16761057;340.90510936
-5.98213409778,-1.36099892855;"{""type"": ""Point"", ""coordinates"": [-1.360998928548359, -5.982134097778557]}";45314;724;RASPAIL;Raspail;METRO;;A01539;METRO 6;METRO 6-104071;6;348.97722728;257.24165029
-5.98199573228,-1.36131886435;"{""type"": ""Point"", ""coordinates"": [-1.361318864353871, -5.981995732281772]}";42871;245;DUPLEIX;Dupleix;METRO;;A01539;METRO 6;METRO 6-106073;6;298.92547607;282.22607422
-5.98254855454,-1.36074861943;"{""type"": ""Point"", ""coordinates"": [-1.360748619427535, -5.982548554535288]}";53207;898;VILLEJUIF PAUL VAILLANT-COUTURIER;Villejuif Paul Vaillant-Couturier;METRO;;A01540;METRO 7;METRO 7-107099;7;385.42651367;188.67687988
-5.98173990006,-1.3609176288;"{""type"": ""Point"", ""coordinates"": [-1.36091762879918, -5.981739900062868]}";44487;673;PONT MARIE;Pont Marie;METRO;;A01540;METRO 7;METRO 7-107065;7;365.49584136;319.62463532
-5.98206762205,-1.36082449529;"{""type"": ""Point"", ""coordinates"": [-1.360824495289768, -5.982067622047134]}";43737;459;LES GOBELINS;Les Gobelins;METRO;;A01540;METRO 7;METRO 7-107075;7;377.52192303;266.33750952
-5.98212160666,-1.36077281553;"{""type"": ""Point"", ""coordinates"": [-1.360772815531951, -5.98212160666443]}";44371;654;PLACE D'ITALIE;Place d'Italie;METRO;;A01540;METRO 7;METRO 7-105081;7;385.32696751;257.23764226
-5.98225571503,-1.36061715526;"{""type"": ""Point"", ""coordinates"": [-1.360617155262975, -5.982255715032946]}";44507;704;PORTE D'IVRY;Pte d'Ivry;METRO;;A01540;METRO 7;METRO 7-107087;7;409.08789063;234.39031982
-5.98239663293,-1.36057470312;"{""type"": ""Point"", ""coordinates"": [-1.360574703118765, -5.982396632925081]}";44051;496;MAIRIE D'IVRY;Mairie d'Ivry;METRO;METRO 7;A01540;METRO 7;METRO 7-107091;7;414.64474632;211.45602714
-5.98237308594,-1.36075828953;"{""type"": ""Point"", ""coordinates"": [-1.360758289527984, -5.982373085935511]}";43643;442;LE KREMLIN-BICÊTRE;Le Kremlin-Bicêtre;METRO;;A01540;METRO 7;METRO 7-107095;7;385.42948511;216.8519325
-5.98035423822,-1.36037689445;"{""type"": ""Point"", ""coordinates"": [-1.360376894446379, -5.980354238222664]}";43251;1118;GARGES-SARCELLES;Garges-Sarcelles;TRAM;TRAM  5;A01760;TRAM 5;TRAM 5-255;5;464.42032399;536.64832684
-5.9803601511,-1.36048393393;"{""type"": ""Point"", ""coordinates"": [-1.360483933926701, -5.980360151095425]}";43748;1119;LES LOCHÈRES;Les Lochères;TRAM;;A01760;TRAM 5;TRAM 5-1507;5;447.21325035;536.65016868
-5.98036931208,-1.36064977538;"{""type"": ""Point"", ""coordinates"": [-1.360649775384461, -5.980369312076042]}";43013;1121;LES FLANADES;Les Flanades;TRAM;;A01760;TRAM 5;TRAM 5-1509;5;420.55323867;536.65293711
-5.98264130807,-1.36074202298;"{""type"": ""Point"", ""coordinates"": [-1.360742022981247, -5.982641308067794]}";45049;1142;VILLEJUIF-LOUIS ARAGON;Villejuif-Louis Aragon;TRAM;TRAM  7;A02134;TRAM 7;TRAM 7-107005;7;385.66291385;173.77035866
-5.98266277116,-1.36076115365;"{""type"": ""Point"", ""coordinates"": [-1.360761153645985, -5.982662771157402]}";53692;1143;LAMARTINE;Lamartine;TRAM;;A02134;TRAM 7;TRAM 7-1812;7;382.40704607;170.50398335
-5.98270977752,-1.36080319324;"{""type"": ""Point"", ""coordinates"": [-1.36080319324058, -5.982709777523239]}";47693;1145;MOULIN VERT;Moulin Vert;TRAM;;A02134;TRAM 7;TRAM 7-1814;7;375.25324713;163.35159857
-5.98307073206,-1.3607911355;"{""type"": ""Point"", ""coordinates"": [-1.36079113549832, -5.983070732059643]}";58786;1135;PORTE DE L'ESSONNE;Pte de l'Essonne;TRAM;TRAM  7;A02134;TRAM 7;TRAM 7-1811;7;373.9914295;105.46216103
