Geo Point;origin_x;origin_y;arrival_x;arrival_y;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.98192564575,-1.36084704315;-1,36083;-5,98194;-1,36086;-5,98191;"{""type"": ""LineString"", ""coordinates"": [[-1.360831554435209, -5.981939530972896, 0.0], [-1.360862531860572, -5.981911760534446, 0.0]]}";A01543;C01380;10;METRO;0
-5.98187480573,-1.36101929112;-1,36099;-5,98187;-1,36104;-5,98189;"{""type"": ""LineString"", ""coordinates"": [[-1.360992797381047, -5.981871686834348, 0.0], [-1.361027354854414, -5.981873595799451, 0.0], [-1.361028326565894, -5.98187371592694, 0.0], [-1.361029352370207, -5.981873959913778, 0.0], [-1.361030402544705, -5.981874314295163, 0.0], [-1.361031444266434, -5.981874766578525, 0.0], [-1.361032445807617, -5.98187529823142, 0.0], [-1.361033380250205, -5.981875893275352, 0.0], [-1.361034212663016, -5.981876542913874, 0.0], [-1.36103491252025, -5.981877227537162, 0.0], [-1.361042352316242, -5.981885545524979, 0.0]]}";A01543;C01380;10;METRO;0
-5.98187021995,-1.36096624028;-1,36094;-5,98187;-1,36099;-5,98187;"{""type"": ""LineString"", ""coordinates"": [[-1.360939683188623, -5.981868753060418, 0.0], [-1.360992797381047, -5.981871686834348, 0.0]]}";A01543;C01380;10;METRO;0
-5.982092827,-1.36135699134;-1,36140;-5,98210;-1,36132;-5,98207;"{""type"": ""LineString"", ""coordinates"": [[-1.361400057382375, -5.982100667422598, 0.0], [-1.361350530122174, -5.982097930785312, 0.0], [-1.361349558350965, -5.982097811794579, 0.0], [-1.361348531115849, -5.982097566199831, 0.0], [-1.361347482506389, -5.982097211139181, 0.0], [-1.361346441506746, -5.982096759655373, 0.0], [-1.361345438810493, -5.982096228317276, 0.0], [-1.361344504962437, -5.98209562949141, 0.0], [-1.361343673546539, -5.982094982575545, 0.0], [-1.361342972638876, -5.982094296368174, 0.0], [-1.361321108260213, -5.982069843025734, 0.0]]}";A01543;C01380;10;METRO;0
-5.9821284174,-1.36149412384;-1,36150;-5,98214;-1,36149;-5,98212;"{""type"": ""LineString"", ""coordinates"": [[-1.361503160202659, -5.982138521042884, 0.0], [-1.361485087485798, -5.98211831376196, 0.0]]}";A01543;C01380;10;METRO;0
-5.9820573221,-1.36130992447;-1,36132;-5,98207;-1,36130;-5,98204;"{""type"": ""LineString"", ""coordinates"": [[-1.361321108260213, -5.982069843025734, 0.0], [-1.361311341578328, -5.98205891983087, 0.0], [-1.361298750551826, -5.982044792363648, 0.0]]}";A01543;C01380;10;METRO;0
-5.98198460096,-1.36114459706;-1,36111;-5,98196;-1,36118;-5,98199;"{""type"": ""LineString"", ""coordinates"": [[-1.361112847616252, -5.981964316077304, 0.0], [-1.361131739164937, -5.98198549018338, 0.0], [-1.361132438936399, -5.98198617632696, 0.0], [-1.361133272802929, -5.981986827189844, 0.0], [-1.361134204438843, -5.981987424747724, 0.0], [-1.361135207137898, -5.981987956083989, 0.0], [-1.361136248920501, -5.981988407227643, 0.0], [-1.361137297511363, -5.981988762666155, 0.0], [-1.361138323735494, -5.981989005914799, 0.0], [-1.361139295466376, -5.981989125663344, 0.0], [-1.36118144658635, -5.981991455021634, 0.0], [-1.361182517313291, -5.981990823414032, 0.0]]}";A01543;C01380;10;METRO;0
-5.98139232435,-1.36039471238;-1,36049;-5,98140;-1,36030;-5,98139;"{""type"": ""LineString"", ""coordinates"": [[-1.36048640489479, -5.981397389535532, 0.0], [-1.36030301985817, -5.981387259167342, 0.0]]}";A01544;C01381;11;METRO;0
-5.9816735098,-1.36085277462;-1,36087;-5,98169;-1,36085;-5,98165;"{""type"": ""LineString"", ""coordinates"": [[-1.360868062319464, -5.981691964336752, 0.0], [-1.360867190048652, -5.981691739906521, 0.0], [-1.360865099284909, -5.98169093330704, 0.0], [-1.36086316388377, -5.981689802831129, 0.0], [-1.360861633801243, -5.981688470215599, 0.0], [-1.360849474065862, -5.981674916047049, 0.0], [-1.36084831992492, -5.981673244311567, 0.0], [-1.360847412082126, -5.981671195015583, 0.0], [-1.360846842949607, -5.981669025680961, 0.0], [-1.360846700532284, -5.981666997779728, 0.0], [-1.360847635385356, -5.981650046743371, 0.0]]}";A01544;C01381;11;METRO;0
-5.98139821736,-1.36050140385;-1,36052;-5,98140;-1,36049;-5,98140;"{""type"": ""LineString"", ""coordinates"": [[-1.360516402761711, -5.981399045930905, 0.0], [-1.360492499807199, -5.981397725327566, 0.0], [-1.36048640489479, -5.981397389535532, 0.0]]}";A01544;C01381;11;METRO;0
-5.98169528258,-1.36092673426;-1,36099;-5,98170;-1,36087;-5,98169;"{""type"": ""LineString"", ""coordinates"": [[-1.360985412860867, -5.981698524458269, 0.0], [-1.360869274893328, -5.98169210885103, 0.0], [-1.360868062319464, -5.981691964336752, 0.0]]}";A01544;C01381;11;METRO;0
-5.98145069388,-1.36067971329;-1,36070;-5,98148;-1,36066;-5,98142;"{""type"": ""LineString"", ""coordinates"": [[-1.360703171184722, -5.981476924323086, 0.0], [-1.360656255392771, -5.981424463437556, 0.0]]}";A01544;C01381;11;METRO;0
-5.9814047337,-1.36061925561;-1,36064;-5,98141;-1,36060;-5,98140;"{""type"": ""LineString"", ""coordinates"": [[-1.360636568182356, -5.981405962639686, 0.0], [-1.360635081933684, -5.981405601665597, 0.0], [-1.360601903963654, -5.98140376922053, 0.0]]}";A01544;C01381;11;METRO;0
-5.98139999804,-1.36053364041;-1,36055;-5,98140;-1,36052;-5,98140;"{""type"": ""LineString"", ""coordinates"": [[-1.360550878064994, -5.98140095014057, 0.0], [-1.360516402761711, -5.981399045930905, 0.0]]}";A01544;C01381;11;METRO;0
-5.98150420906,-1.36072757427;-1,36075;-5,98153;-1,36070;-5,98148;"{""type"": ""LineString"", ""coordinates"": [[-1.360751931668285, -5.98153152981697, 0.0], [-1.360751663626318, -5.981531142470803, 0.0], [-1.360703171184722, -5.981476924323086, 0.0]]}";A01544;C01381;11;METRO;0
-5.98155559025,-1.36079001332;-1,36084;-5,98157;-1,36075;-5,98153;"{""type"": ""LineString"", ""coordinates"": [[-1.360843136182077, -5.981565892903922, 0.0], [-1.360841691781618, -5.981564277543748, 0.0], [-1.360840160557293, -5.981562944863169, 0.0], [-1.360838225152665, -5.981561814385782, 0.0], [-1.360836131727512, -5.981561007638455, 0.0], [-1.36083413040624, -5.981560643317215, 0.0], [-1.360758303763191, -5.981556475064647, 0.0], [-1.360756523241314, -5.981555974266822, 0.0], [-1.360755045723185, -5.981554820711712, 0.0], [-1.360754061898486, -5.98155322321908, 0.0], [-1.36075375980114, -5.981551397324785, 0.0], [-1.360754439452191, -5.981539060876452, 0.0], [-1.360754298171269, -5.981537033034594, 0.0], [-1.360753726757218, -5.981534863570345, 0.0], [-1.360752817771379, -5.981532814208307, 0.0], [-1.360751931668285, -5.98153152981697, 0.0]]}";A01544;C01381;11;METRO;0
-5.98141441199,-1.36064697354;-1,36066;-5,98142;-1,36064;-5,98141;"{""type"": ""LineString"", ""coordinates"": [[-1.360656255392771, -5.981424463437556, 0.0], [-1.360642634283949, -5.981409234236549, 0.0], [-1.360641105710948, -5.981407901703918, 0.0], [-1.360639172514728, -5.981406772495343, 0.0], [-1.360637942339052, -5.981406298345948, 0.0], [-1.360636568182356, -5.981405962639686, 0.0]]}";A01544;C01381;11;METRO;0
-5.98140235968,-1.36057639101;-1,36060;-5,98140;-1,36055;-5,98140;"{""type"": ""LineString"", ""coordinates"": [[-1.360601903963654, -5.98140376922053, 0.0], [-1.360550878064994, -5.98140095014057, 0.0]]}";A01544;C01381;11;METRO;0
-5.98160677888,-1.36084930932;-1,36085;-5,98165;-1,36084;-5,98157;"{""type"": ""LineString"", ""coordinates"": [[-1.360847635385356, -5.981650046743371, 0.0], [-1.360851492893177, -5.981580048725954, 0.0], [-1.360851350096145, -5.981578020801058, 0.0], [-1.360850777483081, -5.981575852414724, 0.0], [-1.360849867361224, -5.981573802989749, 0.0], [-1.360848711700141, -5.981572131167744, 0.0], [-1.360843136182077, -5.981565892903922, 0.0]]}";A01544;C01381;11;METRO;0
-5.98240987085,-1.36124762177;-1,36127;-5,98244;-1,36123;-5,98238;"{""type"": ""LineString"", ""coordinates"": [[-1.361270645751396, -5.982436399745493, 0.0], [-1.361231285531258, -5.982391735108878, 0.0], [-1.361230683039445, -5.982390963228141, 0.0], [-1.361230132547848, -5.982390063448242, 0.0], [-1.361229642038561, -5.982389070525837, 0.0], [-1.361229222445199, -5.982388014043088, 0.0], [-1.361228889364129, -5.982386928796815, 0.0], [-1.361228652189323, -5.982385844665223, 0.0], [-1.361228522678531, -5.982384796995219, 0.0], [-1.361228510922078, -5.98238381684741, 0.0], [-1.361228636804113, -5.9823815373055, 0.0]]}";A01545;C01382;12;METRO;0
-5.98191199199,-1.36108563263;-1,36108;-5,98193;-1,36109;-5,98189;"{""type"": ""LineString"", ""coordinates"": [[-1.36108449376724, -5.981932664190147, 0.0], [-1.361086771500861, -5.9818913197817, 0.0]]}";A01545;C01382;12;METRO;0
-5.98169887528,-1.36122620754;-1,36121;-5,98172;-1,36124;-5,98168;"{""type"": ""LineString"", ""coordinates"": [[-1.361206761980655, -5.981717811883086, 0.0], [-1.361234375723895, -5.981693559428765, 0.0], [-1.361235705755902, -5.981692025195318, 0.0], [-1.361236302673095, -5.981691091312099, 0.0], [-1.361236834902594, -5.981690087505582, 0.0], [-1.361237284397423, -5.981689044041657, 0.0], [-1.36123764062, -5.981687993127092, 0.0], [-1.361238003191556, -5.981685992796789, 0.0], [-1.361238542024946, -5.981676207726104, 0.0]]}";A01545;C01382;12;METRO;0
-5.98107787047,-1.36091095671;-1,36096;-5,98116;-1,36081;-5,98105;"{""type"": ""LineString"", ""coordinates"": [[-1.360958936856341, -5.981160817267191, 0.0], [-1.360962771838482, -5.981091228909033, 0.0], [-1.360962780778934, -5.981090749750265, 0.0], [-1.360962759698872, -5.981090248721875, 0.0], [-1.360962709823119, -5.981089731229611, 0.0], [-1.360962629064412, -5.981089200589468, 0.0], [-1.36096252288692, -5.981088661298026, 0.0], [-1.360962392093813, -5.981088119500269, 0.0], [-1.360962236009711, -5.981087573633627, 0.0], [-1.360962058770862, -5.981087031552801, 0.0], [-1.360961858585714, -5.981086498115195, 0.0], [-1.360961640685694, -5.981085975135558, 0.0], [-1.360961402857602, -5.981085468210636, 0.0], [-1.360961150311873, -5.981084979535202, 0.0], [-1.360960879929037, -5.981084517324846, 0.0], [-1.360960597024483, -5.981084081873769, 0.0], [-1.36096030252732, -5.981083677046231, 0.0], [-1.360959994583029, -5.981083308840106, 0.0], [-1.360944317727522, -5.981065783263086, 0.0], [-1.360943182060197, -5.981064514787716, 0.0], [-1.360941953874176, -5.981063142439208, 0.0], [-1.360940454166735, -5.981061466430906, 0.0], [-1.360940246662167, -5.981061244858722, 0.0], [-1.360940025785167, -5.981061024071499, 0.0], [-1.36093978799276, -5.981060806160846, 0.0], [-1.36093954045671, -5.981060592286252, 0.0], [-1.360939277712842, -5.981060377951217, 0.0], [-1.360939002041037, -5.981060170144983, 0.0], [-1.360938716476805, -5.981059962172506, 0.0], [-1.360938419503316, -5.9810597608129, 0.0], [-1.360938111013768, -5.981059561103569, 0.0], [-1.360937794636949, -5.981059366295638, 0.0], [-1.360937468432527, -5.981059177044301, 0.0], [-1.360937135500834, -5.981058992377276, 0.0], [-1.360936794681872, -5.981058812611664, 0.0], [-1.360936444815634, -5.981058638064503, 0.0], [-1.360936091091576, -5.981058471310768, 0.0], [-1.360935730724206, -5.981058307620875, 0.0], [-1.360935367279346, -5.981058151386304, 0.0], [-1.3609349989426, -5.981058000981499, 0.0], [-1.360934627148692, -5.981057858010987, 0.0], [-1.360934252973664, -5.981057723678211, 0.0], [-1.360933875425434, -5.981057595259245, 0.0], [-1.36093349897609, -5.981057474526751, 0.0], [-1.360933120841999, -5.981057363614371, 0.0], [-1.36093274108613, -5.981057261381738, 0.0], [-1.360932363272449, -5.981057165357129, 0.0], [-1.360931987170066, -5.981057079721865, 0.0], [-1.360931614719316, -5.981057003820828, 0.0], [-1.36093124138514, -5.981056937021661, 0.0], [-1.360930875098643, -5.981056880525926, 0.0], [-1.360930510924106, -5.981056834060452, 0.0], [-1.360930152257575, -5.981056798194482, 0.0], [-1.360929798994103, -5.981056774828638, 0.0], [-1.360805847192593, -5.981049920332842, 0.0]]}";A01545;C01382;12;METRO;0
-5.98209629227,-1.36118528595;-1,36120;-5,98210;-1,36117;-5,98210;"{""type"": ""LineString"", ""coordinates"": [[-1.36120433755864, -5.982098397733333, 0.0], [-1.361204240563175, -5.982098347373626, 0.0], [-1.361203985165881, -5.982098220759829, 0.0], [-1.361203727513416, -5.982098100502916, 0.0], [-1.361203468090396, -5.982097984723321, 0.0], [-1.361203205652875, -5.98209787525859, 0.0], [-1.361202944524108, -5.98209776967906, 0.0], [-1.361202680254892, -5.982097672695081, 0.0], [-1.361202417378394, -5.982097578075856, 0.0], [-1.361202156234128, -5.98209749346571, 0.0], [-1.36120189479599, -5.982097414177192, 0.0], [-1.361201635299993, -5.982097341096607, 0.0], [-1.361201376839869, -5.982097276842749, 0.0], [-1.361201121840549, -5.98209721888088, 0.0], [-1.361200868699406, -5.982097168647403, 0.0], [-1.361200618935103, -5.982097126226424, 0.0], [-1.361200374024321, -5.982097092462165, 0.0], [-1.361200133228719, -5.982097066932539, 0.0], [-1.361199896906972, -5.982097050038641, 0.0], [-1.361166026224566, -5.982095181301804, 0.0]]}";A01545;C01382;12;METRO;0
-5.98202224206,-1.36107955636;-1,36108;-5,98205;-1,36108;-5,98199;"{""type"": ""LineString"", ""coordinates"": [[-1.361077871450753, -5.982052809615173, 0.0], [-1.361081241274173, -5.981991674504791, 0.0]]}";A01545;C01382;12;METRO;0
-5.98186926133,-1.36108798787;-1,36109;-5,98189;-1,36109;-5,98185;"{""type"": ""LineString"", ""coordinates"": [[-1.361086771500861, -5.9818913197817, 0.0], [-1.361089204238491, -5.981847202882452, 0.0]]}";A01545;C01382;12;METRO;0
-5.98136261663,-1.36117833653;-1,36118;-5,98138;-1,36118;-5,98134;"{""type"": ""LineString"", ""coordinates"": [[-1.361177356900345, -5.981380391113795, 0.0], [-1.361179316169252, -5.981344842142362, 0.0]]}";A01545;C01382;12;METRO;0
-5.98216231149,-1.36124071865;-1,36124;-5,98218;-1,36124;-5,98215;"{""type"": ""LineString"", ""coordinates"": [[-1.361239969945026, -5.982175883152972, 0.0], [-1.361241467348235, -5.982148739822619, 0.0]]}";A01545;C01382;12;METRO;0
-5.98212250787,-1.36122536654;-1,36124;-5,98215;-1,36120;-5,98210;"{""type"": ""LineString"", ""coordinates"": [[-1.361241467348235, -5.982148739822619, 0.0], [-1.361241677761615, -5.982144929549777, 0.0], [-1.361241666068263, -5.982143948258202, 0.0], [-1.361241535439241, -5.982142900141367, 0.0], [-1.361241299381883, -5.982141816449062, 0.0], [-1.361240966362913, -5.982140730058501, 0.0], [-1.361240546768384, -5.982139673571896, 0.0], [-1.361240056404611, -5.982138677985014, 0.0], [-1.36123950479336, -5.982137777758603, 0.0], [-1.3612389022787, -5.982137006255055, 0.0], [-1.361216610890729, -5.982112085514862, 0.0], [-1.361207375048256, -5.982101714454723, 0.0], [-1.361204337495667, -5.982098398873689, 0.0]]}";A01545;C01382;12;METRO;0
-5.98159302266,-1.36124312144;-1,36124;-5,98168;-1,36125;-5,98151;"{""type"": ""LineString"", ""coordinates"": [[-1.361238542024946, -5.981676207726104, 0.0], [-1.361247700856779, -5.981509837598359, 0.0]]}";A01545;C01382;12;METRO;0
-5.98133220767,-1.36118001273;-1,36118;-5,98134;-1,36118;-5,98132;"{""type"": ""LineString"", ""coordinates"": [[-1.361179316169252, -5.981344842142362, 0.0], [-1.36118070928098, -5.981319573191481, 0.0]]}";A01545;C01382;12;METRO;0
-5.98127088939,-1.36118339141;-1,36118;-5,98129;-1,36118;-5,98126;"{""type"": ""LineString"", ""coordinates"": [[-1.361182558261186, -5.98128600074858, 0.0], [-1.361184224548979, -5.981255778032371, 0.0]]}";A01545;C01382;12;METRO;0
-5.98124223214,-1.36117812415;-1,36118;-5,98126;-1,36116;-5,98124;"{""type"": ""LineString"", ""coordinates"": [[-1.361184224548979, -5.981255778032371, 0.0], [-1.361184807587369, -5.981245199230767, 0.0], [-1.361184744849987, -5.981243825049624, 0.0], [-1.361184417380717, -5.981242527722425, 0.0], [-1.361183852797812, -5.98124133813663, 0.0], [-1.361183077347784, -5.981240284434856, 0.0], [-1.361182115653524, -5.981239396576159, 0.0], [-1.361180997019901, -5.981238702491128, 0.0], [-1.361179745100565, -5.981238235898044, 0.0], [-1.361178387891629, -5.981238020842167, 0.0], [-1.361162962143968, -5.981237169653816, 0.0]]}";A01545;C01382;12;METRO;0
-5.98233081287,-1.36123143222;-1,36123;-5,98238;-1,36123;-5,98228;"{""type"": ""LineString"", ""coordinates"": [[-1.361228636804113, -5.9823815373055, 0.0], [-1.361234227644395, -5.982280088431051, 0.0]]}";A01545;C01382;12;METRO;0
-5.98220543086,-1.36123828074;-1,36124;-5,98223;-1,36124;-5,98218;"{""type"": ""LineString"", ""coordinates"": [[-1.361236591532672, -5.982234978557785, 0.0], [-1.361239969945026, -5.982175883152972, 0.0]]}";A01545;C01382;12;METRO;0
-5.98207957027,-1.36110183443;-1,36113;-5,98209;-1,36108;-5,98205;"{""type"": ""LineString"", ""coordinates"": [[-1.361134203435878, -5.982093426316208, 0.0], [-1.361113169775459, -5.982092279217433, 0.0], [-1.361112198045806, -5.982092159469397, 0.0], [-1.361111172265568, -5.982091915102114, 0.0], [-1.36111012253696, -5.98209155960144, 0.0], [-1.361109081577869, -5.982091107360508, 0.0], [-1.361108077761942, -5.982090575582184, 0.0], [-1.361107144967058, -5.982089978342601, 0.0], [-1.361106313253454, -5.982089329887716, 0.0], [-1.361105612492451, -5.98208864788467, 0.0], [-1.361080648597368, -5.982060730717259, 0.0], [-1.36108004603859, -5.982059959974283, 0.0], [-1.361079493202009, -5.982059061205393, 0.0], [-1.361079001317044, -5.982058065534289, 0.0], [-1.361078584377572, -5.982057009194385, 0.0], [-1.36107825129304, -5.982055923943531, 0.0], [-1.361078014157157, -5.982054839046953, 0.0], [-1.36107788238682, -5.982053790865973, 0.0], [-1.361077872969416, -5.982052809699242, 0.0]]}";A01545;C01382;12;METRO;0
-5.98196216935,-1.36108286752;-1,36108;-5,98199;-1,36108;-5,98193;"{""type"": ""LineString"", ""coordinates"": [[-1.361081241274173, -5.981991674504791, 0.0], [-1.36108449376724, -5.981932664190147, 0.0]]}";A01545;C01382;12;METRO;0
-5.9814036826,-1.36117893175;-1,36119;-5,98142;-1,36118;-5,98138;"{""type"": ""LineString"", ""coordinates"": [[-1.361188783446063, -5.981424173561625, 0.0], [-1.361178773991716, -5.981412989778089, 0.0], [-1.361177617196232, -5.981411317884331, 0.0], [-1.361177126827148, -5.981410322287309, 0.0], [-1.361176709358966, -5.981409268576782, 0.0], [-1.361176376419988, -5.981408180654478, 0.0], [-1.36117613909459, -5.981407099168498, 0.0], [-1.361175996685243, -5.981405071258945, 0.0], [-1.361177356900345, -5.981380391113795, 0.0]]}";A01545;C01382;12;METRO;0
-5.98130278697,-1.36118163377;-1,36118;-5,98132;-1,36118;-5,98129;"{""type"": ""LineString"", ""coordinates"": [[-1.36118070928098, -5.981319573191481, 0.0], [-1.361182558261186, -5.98128600074858, 0.0]]}";A01545;C01382;12;METRO;0
-5.98209430381,-1.36115011483;-1,36117;-5,98210;-1,36113;-5,98209;"{""type"": ""LineString"", ""coordinates"": [[-1.361166026224566, -5.982095181301804, 0.0], [-1.361134203435878, -5.982093426316208, 0.0]]}";A01545;C01382;12;METRO;0
-5.98176813579,-1.36115112556;-1,36110;-5,98182;-1,36121;-5,98172;"{""type"": ""LineString"", ""coordinates"": [[-1.361095295496619, -5.981818246025608, 0.0], [-1.361181128301287, -5.981741296616338, 0.0], [-1.361206761980655, -5.981717811883086, 0.0]]}";A01545;C01382;12;METRO;0
-5.98225753349,-1.36123540959;-1,36123;-5,98228;-1,36124;-5,98223;"{""type"": ""LineString"", ""coordinates"": [[-1.361234227644395, -5.982280088431051, 0.0], [-1.361236591532672, -5.982234978557785, 0.0]]}";A01545;C01382;12;METRO;0
-5.98183209057,-1.36109059065;-1,36109;-5,98185;-1,36110;-5,98182;"{""type"": ""LineString"", ""coordinates"": [[-1.361089204238491, -5.981847202882452, 0.0], [-1.361090321330012, -5.981826925026966, 0.0], [-1.361090443594181, -5.981825952289621, 0.0], [-1.361090698704213, -5.981824925519626, 0.0], [-1.361091070026943, -5.981823876967565, 0.0], [-1.361091536920797, -5.981822835611889, 0.0], [-1.36109208614862, -5.981821834272452, 0.0], [-1.361092697954107, -5.981820899689028, 0.0], [-1.361093355494189, -5.981820067913408, 0.0], [-1.361094043104929, -5.981819367436989, 0.0], [-1.361095295496619, -5.981818246025608, 0.0]]}";A01545;C01382;12;METRO;0
-5.98146492634,-1.36122368268;-1,36125;-5,98151;-1,36119;-5,98142;"{""type"": ""LineString"", ""coordinates"": [[-1.361247700856779, -5.981509837598359, 0.0], [-1.361248480400084, -5.981495700546103, 0.0], [-1.36124833877308, -5.981493672300963, 0.0], [-1.361248100435865, -5.981492588472339, 0.0], [-1.361247768511279, -5.981491502894829, 0.0], [-1.361247348913393, -5.981490446398225, 0.0], [-1.361246858461715, -5.981489452322386, 0.0], [-1.361245703187464, -5.981487780513562, 0.0], [-1.361188783446063, -5.981424173561625, 0.0]]}";A01545;C01382;12;METRO;0
-5.9811921134,-1.36095721788;-1,36096;-5,98116;-1,36096;-5,98122;"{""type"": ""LineString"", ""coordinates"": [[-1.360958935400631, -5.981160816042779, 0.0], [-1.360955610687964, -5.981221163609808, 0.0], [-1.360955607585842, -5.981221626695682, 0.0], [-1.360955652234453, -5.981222080223543, 0.0], [-1.36095574030865, -5.981222519759891, 0.0], [-1.36095587033173, -5.981222944460439, 0.0], [-1.360956039054585, -5.981223351095042, 0.0]]}";A01545;C01382;12;METRO;0
-5.98122987883,-1.3610314376;-1,36111;-5,98123;-1,36096;-5,98122;"{""type"": ""LineString"", ""coordinates"": [[-1.361107835302897, -5.981234123976256, 0.0], [-1.361046383517786, -5.981230728625396, 0.0], [-1.361044897766837, -5.98123065515686, 0.0], [-1.360959889318663, -5.981225949888486, 0.0], [-1.360959429384167, -5.981225899647758, 0.0], [-1.360958984033927, -5.981225805985575, 0.0], [-1.360958557001671, -5.981225670252427, 0.0], [-1.360958150122777, -5.981225493693743, 0.0], [-1.360957765022728, -5.981225281356197, 0.0], [-1.36095740440119, -5.981225032626606, 0.0], [-1.360957069229255, -5.981224750608997, 0.0], [-1.360956763114711, -5.981224438934612, 0.0], [-1.36095648738733, -5.981224101108549, 0.0], [-1.360956245485131, -5.981223736939873, 0.0], [-1.360956038337225, -5.981223350292779, 0.0]]}";A01545;C01382;12;METRO;0
-5.98123564694,-1.36113539893;-1,36116;-5,98124;-1,36111;-5,98123;"{""type"": ""LineString"", ""coordinates"": [[-1.361162962143968, -5.981237169653816, 0.0], [-1.361107835723201, -5.981234124230101, 0.0]]}";A01545;C01382;12;METRO;0
-5.98220462109,-1.36110564735;-1,36110;-5,98222;-1,36111;-5,98219;"{""type"": ""LineString"", ""coordinates"": [[-1.36110485812866, -5.982218933802776, 0.0], [-1.361106436566505, -5.982190308377159, 0.0]]}";A01546;C01383;13;METRO;0
-5.98214179479,-1.36111374074;-1,36111;-5,98216;-1,36113;-5,98213;"{""type"": ""LineString"", ""coordinates"": [[-1.361107891701035, -5.982163888282599, 0.0], [-1.361109413696248, -5.982136278100596, 0.0], [-1.361109464923585, -5.982135784894819, 0.0], [-1.361109564688804, -5.982135309245487, 0.0], [-1.361109711135559, -5.982134850287299, 0.0], [-1.361109899793667, -5.98213441311072, 0.0], [-1.36111012863886, -5.982133999891376, 0.0], [-1.361110393389865, -5.982133612298639, 0.0], [-1.361110694975779, -5.982133254196731, 0.0], [-1.361111026436678, -5.982132927488042, 0.0], [-1.361111389712873, -5.982132631517468, 0.0], [-1.361111779532866, -5.982132372093617, 0.0], [-1.361112192416698, -5.982132150167692, 0.0], [-1.361112627921731, -5.982131966859043, 0.0], [-1.361113083792804, -5.982131828524571, 0.0], [-1.361113553216925, -5.982131734405826, 0.0], [-1.361114038683832, -5.982131687690907, 0.0], [-1.361114534076894, -5.982131688803745, 0.0], [-1.361131573255093, -5.982132649495744, 0.0]]}";A01546;C01383;13;METRO;0
-5.98177959207,-1.3612435116;-1,36120;-5,98183;-1,36128;-5,98172;"{""type"": ""LineString"", ""coordinates"": [[-1.361196733248449, -5.981831173388736, 0.0], [-1.361198595900225, -5.98182331806215, 0.0], [-1.361243914741064, -5.981782699399935, 0.0], [-1.361270037657852, -5.981759279147467, 0.0], [-1.361270581679834, -5.981758758312949, 0.0], [-1.361271111849445, -5.981758177994667, 0.0], [-1.361271630721226, -5.981757547103441, 0.0], [-1.361271882643176, -5.981757212559252, 0.0], [-1.361272131272247, -5.981756868682056, 0.0], [-1.361272375490426, -5.981756515028739, 0.0], [-1.36127261145906, -5.981756152149357, 0.0], [-1.361272844197788, -5.981755778796638, 0.0], [-1.361273069532093, -5.98175540160256, 0.0], [-1.361273289274524, -5.981755015329486, 0.0], [-1.361273500641463, -5.981754622111086, 0.0], [-1.36127370614364, -5.981754224755255, 0.0], [-1.361273904241396, -5.981753823558039, 0.0], [-1.36127409381672, -5.981753418076273, 0.0], [-1.361274276008616, -5.981753008373032, 0.0], [-1.361274449910806, -5.981752597067047, 0.0], [-1.361274612443975, -5.981752184750498, 0.0], [-1.361274766223808, -5.981751772330669, 0.0], [-1.361274911355261, -5.981751357907002, 0.0], [-1.361275046468429, -5.981750945597756, 0.0], [-1.361275171626287, -5.981750534262521, 0.0], [-1.361275284066206, -5.981750125654842, 0.0], [-1.361275384906197, -5.981749720217833, 0.0], [-1.361275555077453, -5.981748921325726, 0.0], [-1.361275674210848, -5.981748143247767, 0.0], [-1.361275741949533, -5.98174739244594, 0.0], [-1.361277158173531, -5.981721698652072, 0.0]]}";A01546;C01383;13;METRO;0
