Geo Point;station_x;station_y;station_x_untruncated;station_y_untruncated;Geo Shape3;Geo Shape2;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
;-1,36157;-5,98215;-1,361567206;-5,982145463;"{""type"": ""Point"", ""coordinates"": [-1.361567205711594, -5.982145463225148]}";"{""type"": ""Point"", ""coordinates"": [-1.361567205711594, -5.982145463225148]}";44504;683;PORTE D'AUTEUIL;Pte d'Auteuil;METRO;;A01543;METRO 10;METRO 10-110033;10;257.79857122;260.45771999
;-1,36154;-5,98196;-1,361540092;-5,98195833;"{""type"": ""Point"", ""coordinates"": [-1.361540092276128, -5.981958329697204]}";"{""type"": ""Point"", ""coordinates"": [-1.361540092276128, -5.981958329697204]}";43567;423;LA MUETTE;La Muette;METRO;;A01542;METRO 9;METRO 9-109039;9;263.80028414;290.17391388
;-1,36145;-5,98142;-1,361445043;-5,981423988;"{""type"": ""Point"", ""coordinates"": [-1.36144504272616, -5.981423988206837]}";"{""type"": ""Point"", ""coordinates"": [-1.36144504272616, -5.981423988206837]}";59370;506;MALESHERBES;Malesherbes;METRO;;A01536;METRO 3;METRO 3-103069;3;283.76330566;374.86889648
;-1,36113;-5,98167;-1,361129401;-5,981670179;"{""type"": ""Point"", ""coordinates"": [-1.361129400560569, -5.98167017901604]}";"{""type"": ""Point"", ""coordinates"": [-1.361129400560569, -5.98167017901604]}";44579;715;PYRAMIDES;Pyramides;METRO;;A01540;METRO 7;METRO 7-107057;7;332.17220943;332.66203687
;-1,36108;-5,98193;-1,361084494;-5,981932664;"{""type"": ""Point"", ""coordinates"": [-1.36108449376724, -5.981932664190147]}";"{""type"": ""Point"", ""coordinates"": [-1.36108449376724, -5.981932664190147]}";44828;798;SÈVRES-BABYLONE;Sèvres-Babylone;METRO;;A01543;METRO 10;METRO 10-110055;10;337.04626592;290.24528231
;-1,36128;-5,98203;-1,361275191;-5,982034885;"{""type"": ""Point"", ""coordinates"": [-1.361275190970818, -5.982034885097159]}";"{""type"": ""Point"", ""coordinates"": [-1.361275190970818, -5.982034885097159]}";43566;421;LA MOTTE PICQUET-GRENELLE;La Motte Picquet-Grenelle;METRO;;A01539;METRO 6;METRO 6-106071;6;305.5784726;275.57161558
;-1,36089;-5,98153;-1,360890539;-5,981527266;"{""type"": ""Point"", ""coordinates"": [-1.360890538947522, -5.981527265892644]}";"{""type"": ""Point"", ""coordinates"": [-1.360890538947522, -5.981527265892644]}";44909;837;STRASBOURG-SAINT-DENIS;Strasbourg-St-Denis;METRO;;A01541;METRO 8;METRO 8-109067;8;371.71911655;353.42289075
;-1,36078;-5,98153;-1,360776245;-5,981532874;"{""type"": ""Point"", ""coordinates"": [-1.360776244957569, -5.981532873972506]}";"{""type"": ""Point"", ""coordinates"": [-1.360776244957569, -5.981532873972506]}";44617;730;RÉPUBLIQUE;République;METRO;;A01536;METRO 3;METRO 3-109069;3;389.98740328;351.51266299
;-1,36076;-5,98153;-1,360762016;-5,981532088;"{""type"": ""Point"", ""coordinates"": [-1.360762016040894, -5.98153208796124]}";"{""type"": ""Point"", ""coordinates"": [-1.360762016040894, -5.98153208796124]}";44617;731;RÉPUBLIQUE;République;METRO;;A01538;METRO 5;METRO 5-109069;5;392.274846;351.51241814
;-1,36078;-5,98133;-1,360775929;-5,981326756;"{""type"": ""Point"", ""coordinates"": [-1.360775928541248, -5.981326756282709]}";"{""type"": ""Point"", ""coordinates"": [-1.360775928541248, -5.981326756282709]}";44901;809;STALINGRAD;Stalingrad;METRO;;A01538;METRO 5;METRO 5-105055;5;391.86218058;384.50497474
;-1,36074;-5,98135;-1,360744859;-5,981345065;"{""type"": ""Point"", ""coordinates"": [-1.360744859074323, -5.981345065371081]}";"{""type"": ""Point"", ""coordinates"": [-1.360744859074323, -5.981345065371081]}";43425;373;JAURÈS;Jaurès;METRO;;A01535;METRO 2;METRO 2-117039;2;396.67950442;381.29885217
;-1,36083;-5,98194;-1,360831554;-5,981939532;"{""type"": ""Point"", ""coordinates"": [-1.360831554351252, -5.981939532493366]}";"{""type"": ""Point"", ""coordinates"": [-1.360831554351252, -5.981939532493366]}";43493;384;JUSSIEU;Jussieu;METRO;;A01540;METRO 7;METRO 7-110065;7;377.52410704;286.90481241
;-1,36063;-5,98184;-1,360627482;-5,981843991;"{""type"": ""Point"", ""coordinates"": [-1.360627481950897, -5.981843991216742]}";"{""type"": ""Point"", ""coordinates"": [-1.360627481950897, -5.981843991216742]}";44637;735;REUILLY-DIDEROT;Reuilly-Diderot;METRO;;A01541;METRO 8;METRO 8-101043;8;411.07627312;300.39106363
;-1,3611;-5,98132;-1,361103361;-5,981315299;"{""type"": ""Point"", ""coordinates"": [-1.361103361147324, -5.981315298652511]}";"{""type"": ""Point"", ""coordinates"": [-1.361103361147324, -5.981315298652511]}";42280;50;BARBÈS-ROCHECHOUART;Barbès-Rochechouart;METRO;;A01537;METRO 4;METRO 4-104037;4;339.48632813;389.24029541
;-1,36095;-5,98136;-1,360945209;-5,981358912;"{""type"": ""Point"", ""coordinates"": [-1.360945209091732, -5.981358911886499]}";"{""type"": ""Point"", ""coordinates"": [-1.360945209091732, -5.981358911886499]}";43233;319;GARE DU NORD;Gare du Nord;METRO;;A01538;METRO 5;METRO 5-384;5;364.44717038;380.85730248
;-1,36142;-5,98186;-1,361418351;-5,981862077;"{""type"": ""Point"", ""coordinates"": [-1.361418351050156, -5.981862076666983]}";"{""type"": ""Point"", ""coordinates"": [-1.361418351050156, -5.981862076666983]}";44962;863;TROCADÉRO;Trocadéro;METRO;;A01542;METRO 9;METRO 9-109043;9;284.16383132;304.50334449
;-1,36083;-5,98194;-1,360831554;-5,981939532;"{""type"": ""Point"", ""coordinates"": [-1.360831554351252, -5.981939532493366]}";"{""type"": ""Point"", ""coordinates"": [-1.360831554351252, -5.981939532493366]}";43493;383;JUSSIEU;Jussieu;METRO;;A01543;METRO 10;METRO 10-110065;10;377.52410704;286.90481241
;-1,36055;-5,9814;-1,360550878;-5,98140095;"{""type"": ""Point"", ""coordinates"": [-1.360550878064994, -5.98140095014057]}";"{""type"": ""Point"", ""coordinates"": [-1.360550878064994, -5.98140095014057]}";44396;650;PLACE DES FÊTES;Place des Fêtes;METRO;;A01544;METRO 11;METRO 11-111039;11;427.27410889;370.63409424
;-1,36108;-5,98193;-1,361084494;-5,981932664;"{""type"": ""Point"", ""coordinates"": [-1.36108449376724, -5.981932664190147]}";"{""type"": ""Point"", ""coordinates"": [-1.36108449376724, -5.981932664190147]}";44828;799;SÈVRES-BABYLONE;Sèvres-Babylone;METRO;;A01545;METRO 12;METRO 12-110055;12;337.04626592;290.24528231
;-1,36099;-5,98167;-1,360988781;-5,98166618;"{""type"": ""Point"", ""coordinates"": [-1.360988781255654, -5.981666179757793]}";"{""type"": ""Point"", ""coordinates"": [-1.360988781255654, -5.981666179757793]}";417675;460;LES HALLES;Les Halles;METRO;;A01537;METRO 4;METRO 4-104051;4;354.74450113;332.05618205
;-1,36134;-5,9817;-1,361341666;-5,981701576;"{""type"": ""Point"", ""coordinates"": [-1.361341666211697, -5.9817015763788]}";"{""type"": ""Point"", ""coordinates"": [-1.361341666211697, -5.9817015763788]}";43026;293;FRANKLIN D. ROOSEVELT;Franklin D. Roosevelt;METRO;;A01534;METRO 1;METRO 1-109049;1;297.87452668;329.5166955
;-1,36143;-5,98164;-1,361430847;-5,981635371;"{""type"": ""Point"", ""coordinates"": [-1.361430847254038, -5.981635370833476]}";"{""type"": ""Point"", ""coordinates"": [-1.361430847254038, -5.981635370833476]}";58759;154;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;METRO;METRO 6;A01539;METRO 6;METRO 6-337;6;284.16761057;340.90510936
;-1,36099;-5,98172;-1,36098582;-5,981719933;"{""type"": ""Point"", ""coordinates"": [-1.360985819534229, -5.981719932541405]}";"{""type"": ""Point"", ""coordinates"": [-1.360985819534229, -5.981719932541405]}";42587;169;CHÂTELET;Châtelet;METRO;;A01540;METRO 7;METRO 7-111057;7;354.74360599;323.4250949
;-1,36161;-5,98139;-1,361612125;-5,981390276;"{""type"": ""Point"", ""coordinates"": [-1.361612125492813, -5.981390276223943]}";"{""type"": ""Point"", ""coordinates"": [-1.361612125492813, -5.981390276223943]}";44511;685;PORTE DE CHAMPERRET;Pte de Champerret;METRO;;A01536;METRO 3;METRO 3-103075;3;257.2835083;381.74609375
;-1,36141;-5,98126;-1,361406232;-5,981258782;"{""type"": ""Point"", ""coordinates"": [-1.361406231951958, -5.981258781743658]}";"{""type"": ""Point"", ""coordinates"": [-1.361406231951958, -5.981258781743658]}";45487;113;BROCHANT;Brochant;METRO;;A01546;METRO 13;METRO 13-113069;13;291.44588635;400.97120343
;-1,36111;-5,98126;-1,361106168;-5,981264396;"{""type"": ""Point"", ""coordinates"": [-1.361106167582352, -5.981264395782964]}";"{""type"": ""Point"", ""coordinates"": [-1.361106167582352, -5.981264395782964]}";42585;162;CHÂTEAU ROUGE;Château Rouge;METRO;;A01537;METRO 4;METRO 4-104035;4;339.48704352;397.41363926
;-1,36122;-5,98132;-1,361224003;-5,981321963;"{""type"": ""Point"", ""coordinates"": [-1.361224002948898, -5.981321963149782]}";"{""type"": ""Point"", ""coordinates"": [-1.361224002948898, -5.981321963149782]}";42337;76;BLANCHE;Blanche;METRO;;A01535;METRO 2;METRO 2-102063;2;320.09210205;389.24230957
;-1,36052;-5,9814;-1,360516403;-5,981399046;"{""type"": ""Point"", ""coordinates"": [-1.360516402761711, -5.981399045930905]}";"{""type"": ""Point"", ""coordinates"": [-1.360516402761711, -5.981399045930905]}";44923;848;TÉLÉGRAPHE;Télégraphe;METRO;;A01544;METRO 11;METRO 11-111037;11;432.81628418;370.63348389
;-1,36084;-5,98157;-1,360843136;-5,981565894;"{""type"": ""Point"", ""coordinates"": [-1.36084313609812, -5.981565894424392]}";"{""type"": ""Point"", ""coordinates"": [-1.36084313609812, -5.981565894424392]}";42230;27;ARTS ET MÉTIERS;Arts et Métiers;METRO;;A01544;METRO 11;METRO 11-103049;11;378.97446033;346.81937666
;-1,36081;-5,98147;-1,360810809;-5,981466638;"{""type"": ""Point"", ""coordinates"": [-1.360810809204179, -5.981466638499842]}";"{""type"": ""Point"", ""coordinates"": [-1.360810809204179, -5.981466638499842]}";43417;370;JACQUES BONSERGENT;Jacques Bonsergent;METRO;;A01538;METRO 5;METRO 5-105061;5;385.03387451;362.4216919
;-1,36099;-5,98171;-1,360986594;-5,981705654;"{""type"": ""Point"", ""coordinates"": [-1.360986594286839, -5.981705653812575]}";"{""type"": ""Point"", ""coordinates"": [-1.360986594286839, -5.981705653812575]}";42587;166;CHÂTELET;Châtelet;METRO;;A01534;METRO 1;METRO 1-111057;1;354.74572754;325.7177124
;-1,36104;-5,98171;-1,361039803;-5,981708593;"{""type"": ""Point"", ""coordinates"": [-1.361039803124305, -5.981708592857752]}";"{""type"": ""Point"", ""coordinates"": [-1.361039803124305, -5.981708592857752]}";44645;481;LOUVRE-RIVOLI;Louvre-Rivoli;METRO;;A01534;METRO 1;METRO 1-101055;1;346.19189453;325.71868897
;-1,36118;-5,98199;-1,361182517;-5,981990823;"{""type"": ""Point"", ""coordinates"": [-1.361182517313291, -5.981990823414032]}";"{""type"": ""Point"", ""coordinates"": [-1.361182517313291, -5.981990823414032]}";42874;246;DUROC;Duroc;METRO;;A01543;METRO 10;METRO 10-114049;10;320.82141516;281.80379859
;-1,361;-5,98213;-1,360998929;-5,982134098;"{""type"": ""Point"", ""coordinates"": [-1.360998928548359, -5.982134097778557]}";"{""type"": ""Point"", ""coordinates"": [-1.360998928548359, -5.982134097778557]}";45314;724;RASPAIL;Raspail;METRO;;A01539;METRO 6;METRO 6-104071;6;348.97722728;257.24165029
;-1,36065;-5,98169;-1,360652485;-5,981692063;"{""type"": ""Point"", ""coordinates"": [-1.360652485038708, -5.981692062804588]}";"{""type"": ""Point"", ""coordinates"": [-1.360652485038708, -5.981692062804588]}";42560;156;CHARONNE;Charonne;METRO;;A01542;METRO 9;METRO 9-109077;9;408.41364181;324.93319961
;-1,36144;-5,98154;-1,361436359;-5,981535523;"{""type"": ""Point"", ""coordinates"": [-1.36143635867841, -5.981535523177553]}";"{""type"": ""Point"", ""coordinates"": [-1.36143635867841, -5.981535523177553]}";42771;218;COURCELLES;Courcelles;METRO;;A01535;METRO 2;METRO 2-102073;2;284.16803195;356.93761129
;-1,36132;-5,982;-1,361318864;-5,981995732;"{""type"": ""Point"", ""coordinates"": [-1.361318864353871, -5.981995732281772]}";"{""type"": ""Point"", ""coordinates"": [-1.361318864353871, -5.981995732281772]}";42871;245;DUPLEIX;Dupleix;METRO;;A01539;METRO 6;METRO 6-106073;6;298.92547607;282.22607422
;-1,36132;-5,98215;-1,361319537;-5,982150829;"{""type"": ""Point"", ""coordinates"": [-1.361319537457195, -5.982150828560853]}";"{""type"": ""Point"", ""coordinates"": [-1.361319537457195, -5.982150828560853]}";42984;282;FÉLIX FAURE;Félix Faure;METRO;;A01541;METRO 8;METRO 8-108025;8;297.44488525;257.40411377
;-1,36111;-5,98216;-1,361107893;-5,982163888;"{""type"": ""Point"", ""coordinates"": [-1.36110789284003, -5.982163888345638]}";"{""type"": ""Point"", ""coordinates"": [-1.36110789284003, -5.982163888345638]}";43046;299;GAÎTÉ;Gaîté;METRO;;A01546;METRO 13;METRO 13-114045;13;331.24982763;253.43809652
;-1,36109;-5,98185;-1,361089204;-5,981847204;"{""type"": ""Point"", ""coordinates"": [-1.361089204154529, -5.981847204402936]}";"{""type"": ""Point"", ""coordinates"": [-1.361089204154529, -5.981847204402936]}";44840;803;SOLFERINO;Solferino;METRO;;A01545;METRO 12;METRO 12-112057;12;337.04773475;303.96759515
;-1,36108;-5,98171;-1,361083892;-5,981711027;"{""type"": ""Point"", ""coordinates"": [-1.361083891586117, -5.981711027111142]}";"{""type"": ""Point"", ""coordinates"": [-1.361083891586117, -5.981711027111142]}";44236;618;PALAIS ROYAL-MUSÉE DU LOUVRE;Palais Royal-Musée du Louvre;METRO;;A01534;METRO 1;METRO 1-101057;1;339.10433244;325.71975798
;-1,36124;-5,98215;-1,361241467;-5,98214874;"{""type"": ""Point"", ""coordinates"": [-1.361241467348235, -5.982148739822619]}";"{""type"": ""Point"", ""coordinates"": [-1.361241467348235, -5.982148739822619]}";45060;919;VOLONTAIRES;Volontaires;METRO;;A01545;METRO 12;METRO 12-112041;12;309.97571416;257.04675139
;-1,3607;-5,98148;-1,360703171;-5,981476924;"{""type"": ""Point"", ""coordinates"": [-1.360703171184722, -5.981476924323086]}";"{""type"": ""Point"", ""coordinates"": [-1.360703171184722, -5.981476924323086]}";43298;332;GONCOURT;Goncourt;METRO;;A01544;METRO 11;METRO 11-111047;11;402.19390869;359.82147217
;-1,3614;-5,9821;-1,361400057;-5,982100667;"{""type"": ""Point"", ""coordinates"": [-1.361400057382375, -5.982100667422598]}";"{""type"": ""Point"", ""coordinates"": [-1.361400057382375, -5.982100667422598]}";45346;377;JAVEL;Javel;METRO;;A01543;METRO 10;METRO 10-315;10;284.98391752;266.1475218
;-1,36049;-5,98174;-1,360487625;-5,981744188;"{""type"": ""Point"", ""coordinates"": [-1.360487625328085, -5.981744188076576]}";"{""type"": ""Point"", ""coordinates"": [-1.360487625328085, -5.981744188076576]}";44072;509;MARAÎCHERS;Maraîchers;METRO;;A01542;METRO 9;METRO 9-109085;9;434.37428157;315.12844687
;-1,36108;-5,98205;-1,361077873;-5,98205281;"{""type"": ""Point"", ""coordinates"": [-1.361077872969416, -5.982052809699242]}";"{""type"": ""Point"", ""coordinates"": [-1.361077872969416, -5.982052809699242]}";44211;601;NOTRE-DAME DES CHAMPS;Notre-Dame-Des-Champs;METRO;;A01545;METRO 12;METRO 12-112049;12;337.04420096;270.95375769
;-1,36123;-5,98228;-1,361234228;-5,982280088;"{""type"": ""Point"", ""coordinates"": [-1.361234227644395, -5.982280088431051]}";"{""type"": ""Point"", ""coordinates"": [-1.361234227644395, -5.982280088431051]}";49515;701;PORTE DE VERSAILLES;Pte de Versailles;METRO;;A01545;METRO 12;METRO 12-112035;12;309.97362359;235.95625294
;-1,36049;-5,9814;-1,360486406;-5,98139739;"{""type"": ""Point"", ""coordinates"": [-1.360486406033796, -5.981397389598557]}";"{""type"": ""Point"", ""coordinates"": [-1.360486406033796, -5.981397389598557]}";44529;697;PORTE DES LILAS;Pte des Lilas;METRO;;A01544;METRO 11;METRO 11-111035;11;437.6385915;370.63296243
;-1,3611;-5,98158;-1,361102999;-5,981583059;"{""type"": ""Point"", ""coordinates"": [-1.361102999108204, -5.981583058947569]}";"{""type"": ""Point"", ""coordinates"": [-1.361102999108204, -5.981583058947569]}";44587;719;QUATRE SEPTEMBRE;Quatre Septembre;METRO;;A01536;METRO 3;METRO 3-103057;3;337.17449951;346.37408447
;-1,36109;-5,98189;-1,361086773;-5,981891321;"{""type"": ""Point"", ""coordinates"": [-1.361086772935566, -5.981891321386226]}";"{""type"": ""Point"", ""coordinates"": [-1.361086772935566, -5.981891321386226]}";58717;752;RUE DU BAC;Rue du Bac;METRO;;A01545;METRO 12;METRO 12-112055;12;337.04697651;296.88381086
;-1,36102;-5,98153;-1,361015994;-5,981534196;"{""type"": ""Point"", ""coordinates"": [-1.361015993519977, -5.981534196069815]}";"{""type"": ""Point"", ""coordinates"": [-1.361015993519977, -5.981534196069815]}";43310;754;GRANDS BOULEVARDS;Grands Boulevards;METRO;;A01541;METRO 8;METRO 8-108045;8;351.55133057;353.42510986
;-1,36071;-5,98164;-1,360711866;-5,981638829;"{""type"": ""Point"", ""coordinates"": [-1.360711865761532, -5.981638828835206]}";"{""type"": ""Point"", ""coordinates"": [-1.360711865761532, -5.981638828835206]}";45205;758;SAINT-AMBROISE;St-Ambroise;METRO;;A01542;METRO 9;METRO 9-109073;9;399.36767578;333.980896
;-1,36049;-5,98147;-1,360488436;-5,981471345;"{""type"": ""Point"", ""coordinates"": [-1.360488436163906, -5.981471345343798]}";"{""type"": ""Point"", ""coordinates"": [-1.360488436163906, -5.981471345343798]}";44864;764;SAINT-FARGEAU;St-Fargeau;METRO;;A01549;METRO 3bis;METRO 3bis-116033;3b;436.65869503;358.81218384
;-1,36103;-5,98187;-1,361028581;-5,981866537;"{""type"": ""Point"", ""coordinates"": [-1.361028580547054, -5.981866537167933]}";"{""type"": ""Point"", ""coordinates"": [-1.361028580547054, -5.981866537167933]}";44799;767;SAINT-GERMAIN-DES-PRÉS;St-Germain-Des-Prés;METRO;;A01537;METRO 4;METRO 4-104061;4;346.5927124;300.33551025
;-1,3611;-5,98182;-1,361095295;-5,981818246;"{""type"": ""Point"", ""coordinates"": [-1.361095295496619, -5.981818246025608]}";"{""type"": ""Point"", ""coordinates"": [-1.361095295496619, -5.981818246025608]}";45704;30;ASSEMBLÉE NATIONALE;Assemblée Nationale;METRO;;A01545;METRO 12;METRO 12-112059;12;336.32769775;308.65710449
;-1,36132;-5,98219;-1,361317396;-5,98218968;"{""type"": ""Point"", ""coordinates"": [-1.361317395730696, -5.982189680310532]}";"{""type"": ""Point"", ""coordinates"": [-1.361317395730696, -5.982189680310532]}";42370;94;BOUCICAUT;Boucicaut;METRO;;A01541;METRO 8;METRO 8-108023;8;297.4442749;251.16571045
;-1,36077;-5,98208;-1,360768545;-5,982077385;"{""type"": ""Point"", ""coordinates"": [-1.360768544865039, -5.982077385027202]}";"{""type"": ""Point"", ""coordinates"": [-1.360768544865039, -5.982077385027202]}";42426;124;CAMPO-FORMIO;Campo-Formio;METRO;;A01538;METRO 5;METRO 5-105079;5;386.40270996;264.27893066
;-1,36083;-5,98203;-1,360826573;-5,98202993;"{""type"": ""Point"", ""coordinates"": [-1.36082657314057, -5.982029929589384]}";"{""type"": ""Point"", ""coordinates"": [-1.36082657314057, -5.982029929589384]}";42461;127;CENSIER-DAUBENTON;Censier-Daubenton;METRO;;A01540;METRO 7;METRO 7-107073;7;377.52255335;272.38971003
;-1,3615;-5,98214;-1,36150316;-5,982138521;"{""type"": ""Point"", ""coordinates"": [-1.361503160202659, -5.982138521042884]}";"{""type"": ""Point"", ""coordinates"": [-1.361503160202659, -5.982138521042884]}";42543;149;CHARDON-LAGACHE;Chardon-Lagache;METRO;;A01543;METRO 10;METRO 10-110037;10;268.12457856;261.00146711
;-1,36143;-5,98161;-1,361432445;-5,981606548;"{""type"": ""Point"", ""coordinates"": [-1.361432445111109, -5.981606547593069]}";"{""type"": ""Point"", ""coordinates"": [-1.361432445111109, -5.981606547593069]}";58759;153;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;METRO;;A01535;METRO 2;METRO 2-337;2;284.16658274;345.53342564
;-1,36097;-5,98236;-1,360973127;-5,982363417;"{""type"": ""Point"", ""coordinates"": [-1.360973126844567, -5.982363416537757]}";"{""type"": ""Point"", ""coordinates"": [-1.360973126844567, -5.982363416537757]}";45904;1134;MAIRIE DE MONTROUGE;Mairie de Montrouge;METRO;METRO 4;A01537;METRO 4;METRO 4-104080;4;351.08303592;220.30339848
;-1,36057;-5,9824;-1,360574703;-5,982396633;"{""type"": ""Point"", ""coordinates"": [-1.360574703118765, -5.982396632925081]}";"{""type"": ""Point"", ""coordinates"": [-1.360574703118765, -5.982396632925081]}";44051;496;MAIRIE D'IVRY;Mairie d'Ivry;METRO;METRO 7;A01540;METRO 7;METRO 7-107091;7;414.64474632;211.45602714
;-1,36076;-5,98237;-1,36075829;-5,982373086;"{""type"": ""Point"", ""coordinates"": [-1.360758289527984, -5.982373085935511]}";"{""type"": ""Point"", ""coordinates"": [-1.360758289527984, -5.982373085935511]}";43643;442;LE KREMLIN-BICÊTRE;Le Kremlin-Bicêtre;METRO;;A01540;METRO 7;METRO 7-107095;7;385.42948511;216.8519325
;-1,36058;-5,98232;-1,360578982;-5,982318987;"{""type"": ""Point"", ""coordinates"": [-1.360578981524532, -5.982318986930991]}";"{""type"": ""Point"", ""coordinates"": [-1.360578981524532, -5.982318986930991]}";44343;642;PIERRE ET MARIE CURIE;Pierre et Marie Curie;METRO;;A01540;METRO 7;METRO 7-107089;7;414.64611816;223.92352295
;-1,36053;-5,98105;-1,360531637;-5,981053612;"{""type"": ""Point"", ""coordinates"": [-1.360531636578059, -5.981053612313669]}";"{""type"": ""Point"", ""coordinates"": [-1.360531636578059, -5.981053612313669]}";46492;35;AUBERVILLIERS-PANTIN QUATRE CHEMINS;Aubervilliers-Pantin Quatre Chemins;METRO;;A01540;METRO 7;METRO 7-107029;7;433.43151856;426.06512451
;-1,36028;-5,98125;-1,360276894;-5,981251066;"{""type"": ""Point"", ""coordinates"": [-1.360276894363486, -5.981251066260081]}";"{""type"": ""Point"", ""coordinates"": [-1.360276894363486, -5.981251066260081]}";42949;253;EGLISE DE PANTIN;Eglise de Pantin;METRO;;A01538;METRO 5;METRO 5-105043;5;472.51147461;392.20007324
;-1,36169;-5,98239;-1,361687266;-5,982385218;"{""type"": ""Point"", ""coordinates"": [-1.361687266492975, -5.982385217786012]}";"{""type"": ""Point"", ""coordinates"": [-1.361687266492975, -5.982385217786012]}";42334;74;BILLANCOURT;Billancourt;METRO;;A01542;METRO 9;METRO 9-109023;9;236.43408203;223.14147949
;-1,3616;-5,98233;-1,361603263;-5,982332262;"{""type"": ""Point"", ""coordinates"": [-1.361603263250472, -5.982332262114631]}";"{""type"": ""Point"", ""coordinates"": [-1.361603263250472, -5.982332262114631]}";47021;513;MARCEL SEMBAT;Marcel Sembat;METRO;;A01542;METRO 9;METRO 9-109025;9;250.36619555;230.87431858
;-1,36114;-5,98171;-1,361142907;-5,981714285;"{""type"": ""Point"", ""coordinates"": [-1.361142907196981, -5.981714284971393]}";"{""type"": ""Point"", ""coordinates"": [-1.361142907196981, -5.981714284971393]}";45664;864;TUILERIES;Tuileries;METRO;;A01534;METRO 1;METRO 1-101059;1;329.61712647;325.72113037
;-1,36039;-5,98156;-1,36039185;-5,981556577;"{""type"": ""Point"", ""coordinates"": [-1.360391850046015, -5.981556577247333]}";"{""type"": ""Point"", ""coordinates"": [-1.360391850046015, -5.981556577247333]}";47890;300;GALLIENI;Gallieni;METRO;METRO 3;A01536;METRO 3;METRO 3-103033;3;451.38435169;344.3126332
;-1,36018;-5,98249;-1,360182531;-5,98248518;"{""type"": ""Point"", ""coordinates"": [-1.360182530884184, -5.982485180143144]}";"{""type"": ""Point"", ""coordinates"": [-1.360182530884184, -5.982485180143144]}";44067;499;MAISONS-ALFORT-LES-JULLIOTTES;Maisons-Alfort-les-Julliottes;METRO;;A01541;METRO 8;METRO 8-108085;8;476.7152231;193.80676131
;-1,36064;-5,98214;-1,36064067;-5,982142497;"{""type"": ""Point"", ""coordinates"": [-1.360640669781631, -5.982142497021201]}";"{""type"": ""Point"", ""coordinates"": [-1.360640669781631, -5.982142497021201]}";44217;1006;OLYMPIADES;Olympiades;METRO;METRO 14;A01547;METRO 14;METRO 14-114005;14;406.32121523;252.72269981
