Geo Point;station_x;station_y;station_x_untruncated;station_y_untruncated;Geo Shape3;Geo Shape2;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
;-1,36181;-5,98123;-1,36180596;-5,981225383;"{""type"": ""Point"", ""coordinates"": [-1.361805959595469, -5.981225383492586]}";"{""type"": ""Point"", ""coordinates"": [-1.361805959595469, -5.981225383492586]}";52354;668;PONT DE LEVALLOIS-BÉCON;Pont de Levallois-Bécon;METRO;METRO 3;A01536;METRO 3;METRO 3-103081;3;227.67754605;409.85970932
;-1,36167;-5,98091;-1,361674878;-5,980906677;"{""type"": ""Point"", ""coordinates"": [-1.361674878039542, -5.98090667691037]}";"{""type"": ""Point"", ""coordinates"": [-1.361674878039542, -5.98090667691037]}";43042;297;GABRIEL PÉRI;Gabriel Péri;METRO;;A01546;METRO 13;METRO 13-113075;13;251.50671387;459.71612549
;-1,36075;-5,98255;-1,360748619;-5,982548555;"{""type"": ""Point"", ""coordinates"": [-1.360748619427535, -5.982548554535288]}";"{""type"": ""Point"", ""coordinates"": [-1.360748619427535, -5.982548554535288]}";53207;898;VILLEJUIF PAUL VAILLANT-COUTURIER;Villejuif Paul Vaillant-Couturier;METRO;;A01540;METRO 7;METRO 7-107099;7;385.42651367;188.67687988
;-1,36175;-5,98127;-1,361751452;-5,981274247;"{""type"": ""Point"", ""coordinates"": [-1.361751451616092, -5.98127424657041]}";"{""type"": ""Point"", ""coordinates"": [-1.361751451616092, -5.98127424657041]}";42195;16;ANATOLE FRANCE;Anatole France;METRO;;A01536;METRO 3;METRO 3-103079;3;235.98091086;401.55480111
;-1,36037;-5,98126;-1,36036954;-5,981256185;"{""type"": ""Point"", ""coordinates"": [-1.360369540366785, -5.981256184701731]}";"{""type"": ""Point"", ""coordinates"": [-1.360369540366785, -5.981256184701731]}";43364;348;HOCHE;Hoche;METRO;;A01538;METRO 5;METRO 5-105045;5;457.61791992;392.20147705
;-1,36111;-5,98118;-1,361110964;-5,98117767;"{""type"": ""Point"", ""coordinates"": [-1.361110963897279, -5.981177670444038]}";"{""type"": ""Point"", ""coordinates"": [-1.361110963897279, -5.981177670444038]}";44515;690;PORTE DE CLIGNACOURT;Pte de Clignacourt;METRO;METRO 4;A01537;METRO 4;METRO 4-104029;4;339.485879;411.33902351
;-1,36109;-5,98245;-1,361091865;-5,982454679;"{""type"": ""Point"", ""coordinates"": [-1.361091865198532, -5.982454679230115]}";"{""type"": ""Point"", ""coordinates"": [-1.361091865198532, -5.982454679230115]}";44069;505;MALAKOFF-RUE ETIENNE DOLET;Malakoff-Rue Etienne Dolet;METRO;;A01546;METRO 13;METRO 13-114035;13;331.2449111;206.74597037
;-1,36127;-5,98244;-1,361270646;-5,9824364;"{""type"": ""Point"", ""coordinates"": [-1.361270645751396, -5.982436399745493]}";"{""type"": ""Point"", ""coordinates"": [-1.361270645751396, -5.982436399745493]}";44050;495;MAIRIE D'ISSY;Mairie d'Issy;METRO;METRO 12;A01545;METRO 12;METRO 12-112031;12;302.75335601;211.25635874
;-1,36108;-5,98095;-1,361083501;-5,980953488;"{""type"": ""Point"", ""coordinates"": [-1.361083500720731, -5.98095348818784]}";"{""type"": ""Point"", ""coordinates"": [-1.361083500720731, -5.98095348818784]}";42447;126;CARREFOUR PLEYEL;Carrefour Pleyel;METRO;;A01546;METRO 13;METRO 13-114077;13;345.87127686;446.98229981
;-1,36051;-5,98137;-1,360514214;-5,981366994;"{""type"": ""Point"", ""coordinates"": [-1.360514214092644, -5.981366994426351]}";"{""type"": ""Point"", ""coordinates"": [-1.360514214092644, -5.981366994426351]}";45617;709;PRÉ-SAINT-GERVAIS;Pré-St-Gervais;METRO;METRO 7bis;A01550;METRO 7bis;METRO 7bis-117029;7b;433.45070594;375.74504279
;-1,36028;-5,98222;-1,360276197;-5,982222875;"{""type"": ""Point"", ""coordinates"": [-1.360276197192595, -5.982222874903703]}";"{""type"": ""Point"", ""coordinates"": [-1.360276197192595, -5.982222874903703]}";42545;150;CHARENTON-ECOLES;Charenton-Ecoles;METRO;;A01541;METRO 8;METRO 8-108079;8;464.02410889;236.62670898
;-1,36017;-5,98269;-1,360171446;-5,982686345;"{""type"": ""Point"", ""coordinates"": [-1.360171446080192, -5.98268634465285]}";"{""type"": ""Point"", ""coordinates"": [-1.360171446080192, -5.98268634465285]}";42778;224;CRÉTEIL-PRÉFECTURE;Créteil-Préfecture;METRO;;A01541;METRO 8;METRO 8-108091;8;476.71173754;161.50585211
;-1,36135;-5,98228;-1,361352191;-5,982275602;"{""type"": ""Point"", ""coordinates"": [-1.361352191174686, -5.982275601611405]}";"{""type"": ""Point"", ""coordinates"": [-1.361352191174686, -5.982275601611405]}";45357;47;BALARD;Balard;METRO;METRO 8;A01541;METRO 8;METRO 8-108019;8;291.10709954;237.71986631
;-1,36049;-5,9814;-1,360492501;-5,981397727;"{""type"": ""Point"", ""coordinates"": [-1.360492500862257, -5.981397726911088]}";"{""type"": ""Point"", ""coordinates"": [-1.360492500862257, -5.981397726911088]}";44529;698;PORTE DES LILAS;Pte des Lilas;METRO;METRO 3bis;A01549;METRO 3bis;METRO 3bis-111035;3b;436.65875627;370.63306731
;-1,36047;-5,98197;-1,360474982;-5,981969519;"{""type"": ""Point"", ""coordinates"": [-1.360474981943621, -5.981969518524997]}";"{""type"": ""Point"", ""coordinates"": [-1.360474981943621, -5.981969518524997]}";44140;546;MICHEL BIZOT;Michel Bizot;METRO;;A01541;METRO 8;METRO 8-108071;8;434.40667725;278.9453125
;-1,36045;-5,98204;-1,360453735;-5,982041028;"{""type"": ""Point"", ""coordinates"": [-1.360453735458851, -5.982041027503783]}";"{""type"": ""Point"", ""coordinates"": [-1.360453735458851, -5.982041027503783]}";44512;686;PORTE DE CHARENTON;Pte de Charenton;METRO;;A01541;METRO 8;METRO 8-108075;8;437.17921236;267.30999617
;-1,36153;-5,98217;-1,361528713;-5,982167093;"{""type"": ""Point"", ""coordinates"": [-1.361528712715998, -5.982167092769021]}";"{""type"": ""Point"", ""coordinates"": [-1.361528712715998, -5.982167092769021]}";44139;545;MICHEL ANGE-MOLITOR;Michel Ange-Molitor;METRO;;A01542;METRO 9;METRO 9-110035;9;263.77642534;256.65412747
;-1,36193;-5,98145;-1,36192688;-5,981449144;"{""type"": ""Point"", ""coordinates"": [-1.361926879838487, -5.981449144477867]}";"{""type"": ""Point"", ""coordinates"": [-1.361926879838487, -5.981449144477867]}";43536;414;LA DÉFENSE-GRANDE ARCHE;La Défense-Gde Arche;METRO;METRO 1;A01534;METRO 1;METRO 1-390;1;206.3172526;375.11189487
;-1,36189;-5,98146;-1,361893283;-5,981460984;"{""type"": ""Point"", ""coordinates"": [-1.361893282669803, -5.981460983891428]}";"{""type"": ""Point"", ""coordinates"": [-1.361893282669803, -5.981460983891428]}";42962;269;ESPLANADE DE LA DÉFENSE;Esplanade de la Défense;METRO;;A01534;METRO 1;METRO 1-101079;1;211.59684564;372.91900881
;-1,36142;-5,98186;-1,361418351;-5,981862077;"{""type"": ""Point"", ""coordinates"": [-1.361418351050156, -5.981862076666983]}";"{""type"": ""Point"", ""coordinates"": [-1.361418351050156, -5.981862076666983]}";44962;862;TROCADÉRO;Trocadéro;METRO;;A01539;METRO 6;METRO 6-109043;6;284.16383132;304.50334449
;-1,36092;-5,98174;-1,360917629;-5,9817399;"{""type"": ""Point"", ""coordinates"": [-1.36091762879918, -5.981739900062868]}";"{""type"": ""Point"", ""coordinates"": [-1.36091762879918, -5.981739900062868]}";44487;673;PONT MARIE;Pont Marie;METRO;;A01540;METRO 7;METRO 7-107065;7;365.49584136;319.62463532
;-1,36082;-5,98207;-1,360824495;-5,982067622;"{""type"": ""Point"", ""coordinates"": [-1.360824495289768, -5.982067622047134]}";"{""type"": ""Point"", ""coordinates"": [-1.360824495289768, -5.982067622047134]}";43737;459;LES GOBELINS;Les Gobelins;METRO;;A01540;METRO 7;METRO 7-107075;7;377.52192303;266.33750952
;-1,36113;-5,98213;-1,361131573;-5,982132649;"{""type"": ""Point"", ""coordinates"": [-1.361131573255093, -5.982132649495744]}";"{""type"": ""Point"", ""coordinates"": [-1.361131573255093, -5.982132649495744]}";43238;563;MONTPARNASSE;Montparnasse;METRO;;A01546;METRO 13;METRO 13-285;13;327.73091436;258.64881275
;-1,36127;-5,98132;-1,361271138;-5,981324568;"{""type"": ""Point"", ""coordinates"": [-1.361271138340587, -5.981324568455565]}";"{""type"": ""Point"", ""coordinates"": [-1.361271138340587, -5.981324568455565]}";44372;648;PLACE DE CLICHY;Place de Clichy;METRO;;A01546;METRO 13;METRO 13-114065;13;312.51483528;389.24290415
;-1,36077;-5,98132;-1,360771195;-5,981321464;"{""type"": ""Point"", ""coordinates"": [-1.360771195330746, -5.981321464065589]}";"{""type"": ""Point"", ""coordinates"": [-1.360771195330746, -5.981321464065589]}";44901;808;STALINGRAD;Stalingrad;METRO;;A01535;METRO 2;METRO 2-105055;2;392.6674766;385.31009839
;-1,36062;-5,982;-1,36062054;-5,981996498;"{""type"": ""Point"", ""coordinates"": [-1.360620540092875, -5.981996497593734]}";"{""type"": ""Point"", ""coordinates"": [-1.360620540092875, -5.981996497593734]}";45232;66;BERCY;Bercy;METRO;;A01547;METRO 14;METRO 14-106041;14;410.83942538;275.91620155
;-1,36077;-5,98212;-1,360772816;-5,982121607;"{""type"": ""Point"", ""coordinates"": [-1.360772815531951, -5.98212160666443]}";"{""type"": ""Point"", ""coordinates"": [-1.360772815531951, -5.98212160666443]}";44371;654;PLACE D'ITALIE;Place d'Italie;METRO;;A01540;METRO 7;METRO 7-105081;7;385.32696751;257.23764226
;-1,36057;-5,98193;-1,360565338;-5,981934633;"{""type"": ""Point"", ""coordinates"": [-1.360565337540633, -5.981934633346916]}";"{""type"": ""Point"", ""coordinates"": [-1.360565337540633, -5.981934633346916]}";45229;233;DAUMESNIL;Daumesnil;METRO;;A01539;METRO 6;METRO 6-106037;6;420.23427448;285.33036275
;-1,36128;-5,98203;-1,361275191;-5,982034885;"{""type"": ""Point"", ""coordinates"": [-1.361275190970818, -5.982034885097159]}";"{""type"": ""Point"", ""coordinates"": [-1.361275190970818, -5.982034885097159]}";43566;422;LA MOTTE PICQUET-GRENELLE;La Motte Picquet-Grenelle;METRO;;A01541;METRO 8;METRO 8-106071;8;305.5784726;275.57161558
;-1,36121;-5,98172;-1,361206762;-5,981717813;"{""type"": ""Point"", ""coordinates"": [-1.361206761917682, -5.981717813023416]}";"{""type"": ""Point"", ""coordinates"": [-1.361206761917682, -5.981717813023416]}";45676;201;CONCORDE;Concorde;METRO;;A01541;METRO 8;METRO 8-101061;8;319.35185101;325.7222238
;-1,36076;-5,98077;-1,360763235;-5,980766053;"{""type"": ""Point"", ""coordinates"": [-1.360763235488711, -5.980766053278015]}";"{""type"": ""Point"", ""coordinates"": [-1.360763235488711, -5.980766053278015]}";44859;761;BASILIQUE DE SAINT-DENIS;Basilique de St-Denis;METRO;;A01546;METRO 13;METRO 13-114081;13;398.85830718;474.14896867
;-1,36062;-5,98226;-1,360617155;-5,982255715;"{""type"": ""Point"", ""coordinates"": [-1.360617155262975, -5.982255715032946]}";"{""type"": ""Point"", ""coordinates"": [-1.360617155262975, -5.982255715032946]}";44507;704;PORTE D'IVRY;Pte d'Ivry;METRO;;A01540;METRO 7;METRO 7-107087;7;409.08789063;234.39031982
;-1,36052;-5,98156;-1,360521656;-5,981563544;"{""type"": ""Point"", ""coordinates"": [-1.360521656191302, -5.981563543860238]}";"{""type"": ""Point"", ""coordinates"": [-1.360521656191302, -5.981563543860238]}";43055;301;GAMBETTA;Gambetta;METRO;;A01536;METRO 3;METRO 3-103037;3;430.51867676;344.34729004
;-1,3609;-5,98143;-1,360895986;-5,981428444;"{""type"": ""Point"", ""coordinates"": [-1.360895985790702, -5.981428444344767]}";"{""type"": ""Point"", ""coordinates"": [-1.360895985790702, -5.981428444344767]}";43138;313;GARE DE L'EST;Gare de l'Est;METRO;;A01537;METRO 4;METRO 4-327;4;371.72069786;369.29063318
;-1,36111;-5,9812;-1,361109928;-5,981196163;"{""type"": ""Point"", ""coordinates"": [-1.361109927742032, -5.981196162685695]}";"{""type"": ""Point"", ""coordinates"": [-1.361109927742032, -5.981196162685695]}";44833;802;SIMPLON;Simplon;METRO;;A01537;METRO 4;METRO 4-104031;4;339.48828258;408.36962863
;-1,36127;-5,98137;-1,361268869;-5,981365735;"{""type"": ""Point"", ""coordinates"": [-1.361268868799469, -5.981365735218596]}";"{""type"": ""Point"", ""coordinates"": [-1.361268868799469, -5.981365735218596]}";43814;467;LIÈGE;Liège;METRO;;A01546;METRO 13;METRO 13-114063;13;312.51412774;382.63284852
;-1,36119;-5,98142;-1,361188783;-5,981424174;"{""type"": ""Point"", ""coordinates"": [-1.361188783446063, -5.981424173561625]}";"{""type"": ""Point"", ""coordinates"": [-1.361188783446063, -5.981424173561625]}";45170;861;TRINITÉ D'ESTIENNE D'ORVES;Trinité d'Estienne D'Orves;METRO;;A01545;METRO 12;METRO 12-112067;12;324.83209229;372.56848145
;-1,36118;-5,98138;-1,361177357;-5,981380392;"{""type"": ""Point"", ""coordinates"": [-1.361177356837372, -5.981380392254152]}";"{""type"": ""Point"", ""coordinates"": [-1.361177356837372, -5.981380392254152]}";44210;600;NOTRE-DAME DE LORETTE;Notre-Dame-de-Lorette;METRO;;A01545;METRO 12;METRO 12-112069;12;327.0509208;379.47583543
;-1,36096;-5,98131;-1,360956512;-5,981307187;"{""type"": ""Point"", ""coordinates"": [-1.360956512454256, -5.981307187215831]}";"{""type"": ""Point"", ""coordinates"": [-1.360956512454256, -5.981307187215831]}";43524;409;LA CHAPELLE;La Chapelle;METRO;;A01535;METRO 2;METRO 2-102055;2;363.09330817;389.23760742
;-1,36104;-5,98136;-1,361035891;-5,981363893;"{""type"": ""Point"", ""coordinates"": [-1.361035890614807, -5.981363893019926]}";"{""type"": ""Point"", ""coordinates"": [-1.361035890614807, -5.981363893019926]}";43233;318;GARE DU NORD;Gare du Nord;METRO;;A01537;METRO 4;METRO 4-384;4;349.86968994;380.86352539
;-1,36109;-5,98154;-1,361094109;-5,981539202;"{""type"": ""Point"", ""coordinates"": [-1.361094108790952, -5.981539201956926]}";"{""type"": ""Point"", ""coordinates"": [-1.361094108790952, -5.981539201956926]}";44642;737;RICHELIEU-DROUOT;Richelieu-Drouot;METRO;;A01541;METRO 8;METRO 8-108043;8;338.9875108;353.31601446
;-1,3607;-5,98138;-1,360702877;-5,981382686;"{""type"": ""Point"", ""coordinates"": [-1.360702876597745, -5.981382685919353]}";"{""type"": ""Point"", ""coordinates"": [-1.360702876597745, -5.981382685919353]}";42732;195;COLONEL FABIEN;Colonel Fabien;METRO;;A01535;METRO 2;METRO 2-102049;2;403.07507324;374.90447998
;-1,36064;-5,98141;-1,360636568;-5,981405963;"{""type"": ""Point"", ""coordinates"": [-1.360636568182356, -5.981405962639686]}";"{""type"": ""Point"", ""coordinates"": [-1.360636568182356, -5.981405962639686]}";44580;716;PYRÉNÉES;Pyrénées;METRO;;A01544;METRO 11;METRO 11-111043;11;413.49627686;370.59088135
;-1,361;-5,98213;-1,360998929;-5,982134098;"{""type"": ""Point"", ""coordinates"": [-1.360998928548359, -5.982134097778557]}";"{""type"": ""Point"", ""coordinates"": [-1.360998928548359, -5.982134097778557]}";45314;723;RASPAIL;Raspail;METRO;;A01537;METRO 4;METRO 4-104071;4;348.97722728;257.24165029
;-1,36077;-5,98173;-1,360765443;-5,981728876;"{""type"": ""Point"", ""coordinates"": [-1.360765442586805, -5.9817288756983]}";"{""type"": ""Point"", ""coordinates"": [-1.360765442586805, -5.9817288756983]}";45097;180;CHEMIN VERT;Chemin Vert;METRO;;A01541;METRO 8;METRO 8-108057;8;389.98413086;320.04089356
;-1,36061;-5,98147;-1,360605327;-5,981470107;"{""type"": ""Point"", ""coordinates"": [-1.360605326861162, -5.981470107048636]}";"{""type"": ""Point"", ""coordinates"": [-1.360605326861162, -5.981470107048636]}";42772;220;COURONNES;Couronnes;METRO;;A01535;METRO 2;METRO 2-102045;2;417.93584732;360.04592684
;-1,36057;-5,98204;-1,360574836;-5,982041896;"{""type"": ""Point"", ""coordinates"": [-1.360574836303255, -5.982041896202984]}";"{""type"": ""Point"", ""coordinates"": [-1.360574836303255, -5.982041896202984]}";45234;221;COUR SAINT-EMILION;Cour St-Emilion;METRO;;A01547;METRO 14;METRO 14-114001;14;417.76251221;268.24371338
;-1,36094;-5,98213;-1,360943708;-5,982131047;"{""type"": ""Point"", ""coordinates"": [-1.360943708190357, -5.982131046663571]}";"{""type"": ""Point"", ""coordinates"": [-1.360943708190357, -5.982131046663571]}";42835;237;DENFERT-ROCHEREAU;Denfert-Rochereau;METRO;;A01539;METRO 6;METRO 6-297;6;357.85445477;257.24070008
;-1,3612;-5,98193;-1,361195324;-5,981925291;"{""type"": ""Point"", ""coordinates"": [-1.361195324370946, -5.981925290614035]}";"{""type"": ""Point"", ""coordinates"": [-1.361195324370946, -5.981925290614035]}";42885;248;ECOLE MILITAIRE;Ecole Militaire;METRO;;A01541;METRO 8;METRO 8-108031;8;319.34875374;292.40783867
;-1,36149;-5,98211;-1,361492506;-5,982105775;"{""type"": ""Point"", ""coordinates"": [-1.361492506114228, -5.982105774734266]}";"{""type"": ""Point"", ""coordinates"": [-1.361492506114228, -5.982105774734266]}";42947;251;EGLISE D'AUTEUIL;Eglise d'Auteuil;METRO;;A01543;METRO 10;METRO 10-110029;10;270.12198435;266.14911262
;-1,36064;-5,98179;-1,360638271;-5,981794804;"{""type"": ""Point"", ""coordinates"": [-1.360638270573065, -5.981794804396823]}";"{""type"": ""Point"", ""coordinates"": [-1.360638270573065, -5.981794804396823]}";42980;279;FAIDHERBE-CHALIGNY;Faidherbe-Chaligny;METRO;;A01541;METRO 8;METRO 8-108063;8;409.7824707;308.36029053
;-1,36126;-5,98151;-1,361260887;-5,981510568;"{""type"": ""Point"", ""coordinates"": [-1.361260887119301, -5.98151056750772]}";"{""type"": ""Point"", ""coordinates"": [-1.361260887119301, -5.98151056750772]}";58566;770;SAINT-LAZARE;St-Lazare;METRO;;A01546;METRO 13;METRO 13-329;13;312.51159668;359.37762451
;-1,36124;-5,98207;-1,361237668;-5,982068517;"{""type"": ""Point"", ""coordinates"": [-1.361237667792542, -5.982068517351904]}";"{""type"": ""Point"", ""coordinates"": [-1.361237667792542, -5.982068517351904]}";44829;800;SÈVRES-LECOURBE;Sèvres-lecourbe;METRO;;A01539;METRO 6;METRO 6-106067;6;311.29467773;269.85510254
;-1,3612;-5,98183;-1,361196733;-5,981831175;"{""type"": ""Point"", ""coordinates"": [-1.361196733164486, -5.981831174909233]}";"{""type"": ""Point"", ""coordinates"": [-1.361196733164486, -5.981831174909233]}";43407;363;INVALIDES;Invalides;METRO;;A01541;METRO 8;METRO 8-312;8;319.95591555;307.48647625
;-1,36068;-5,98178;-1,360683396;-5,981776816;"{""type"": ""Point"", ""coordinates"": [-1.360683395627953, -5.981776815788557]}";"{""type"": ""Point"", ""coordinates"": [-1.360683395627953, -5.981776815788557]}";43674;441;LEDRU-ROLLIN;Ledru-Rollin;METRO;;A01541;METRO 8;METRO 8-108061;8;402.70947266;311.63970947
;-1,36104;-5,98189;-1,361042352;-5,981885546;"{""type"": ""Point"", ""coordinates"": [-1.361042352316242, -5.981885545524979]}";"{""type"": ""Point"", ""coordinates"": [-1.361042352316242, -5.981885545524979]}";59379;486;MABILLON;Mabillon;METRO;;A01543;METRO 10;METRO 10-110057;10;344.21728516;297.41467285
;-1,36144;-5,9815;-1,361438246;-5,981501312;"{""type"": ""Point"", ""coordinates"": [-1.361438245686497, -5.98150131239379]}";"{""type"": ""Point"", ""coordinates"": [-1.361438245686497, -5.98150131239379]}";44146;552;MONCEAU;Monceau;METRO;;A01535;METRO 2;METRO 2-102074;2;284.16839142;362.43064617
;-1,3613;-5,98204;-1,361298751;-5,982044792;"{""type"": ""Point"", ""coordinates"": [-1.361298750551826, -5.982044792363648]}";"{""type"": ""Point"", ""coordinates"": [-1.361298750551826, -5.982044792363648]}";42265;43;AVENUE EMILE ZOLA;Av. Emile Zola;METRO;;A01543;METRO 10;METRO 10-110045;10;301.71491149;274.19431416
;-1,36057;-5,98176;-1,360571985;-5,981762385;"{""type"": ""Point"", ""coordinates"": [-1.36057198539254, -5.981762385102187]}";"{""type"": ""Point"", ""coordinates"": [-1.36057198539254, -5.981762385102187]}";42271;44;AVRON;Avron;METRO;;A01535;METRO 2;METRO 2-102035;2;420.69303077;312.96285523
;-1,36056;-5,98191;-1,36056417;-5,981907299;"{""type"": ""Point"", ""coordinates"": [-1.360564169972114, -5.981907298581585]}";"{""type"": ""Point"", ""coordinates"": [-1.360564169972114, -5.981907298581585]}";45222;59;BEL-AIR;Bel-Air;METRO;;A01539;METRO 6;METRO 6-106035;6;420.66308594;289.69567871
;-1,36096;-5,98152;-1,360958353;-5,981523863;"{""type"": ""Point"", ""coordinates"": [-1.360958353275792, -5.981523863137339]}";"{""type"": ""Point"", ""coordinates"": [-1.360958353275792, -5.981523863137339]}";45100;91;BONNE NOUVELLE;Bonne Nouvelle;METRO;;A01542;METRO 9;METRO 9-108047;9;360.88067627;354.56848145
;-1,36062;-5,98172;-1,360623702;-5,981717867;"{""type"": ""Point"", ""coordinates"": [-1.360623701570359, -5.981717867337558]}";"{""type"": ""Point"", ""coordinates"": [-1.360623701570359, -5.981717867337558]}";42374;98;RUE DES BOULETS;Rue des Boulets;METRO;;A01542;METRO 9;METRO 9-109079;9;412.79830802;320.54745319
;-1,36147;-5,98129;-1,361466353;-5,981286387;"{""type"": ""Point"", ""coordinates"": [-1.361466352949109, -5.981286386700812]}";"{""type"": ""Point"", ""coordinates"": [-1.361466352949109, -5.981286386700812]}";44515;1226;PONT CARDINET;Pont Cardinet;METRO;;A01547;METRO 14;METRO 14-328;14;281.56595874;397.08497427
;-1,3618;-5,9815;-1,361796451;-5,981495111;"{""type"": ""Point"", ""coordinates"": [-1.361796450999947, -5.981495110891862]}";"{""type"": ""Point"", ""coordinates"": [-1.361796450999947, -5.981495110891862]}";44479;669;PONT DE NEUILLY;Pont de Neuilly;METRO;;A01534;METRO 1;METRO 1-101077;1;226.81404043;366.59781735
;-1,36168;-5,98087;-1,361676738;-5,980872935;"{""type"": ""Point"", ""coordinates"": [-1.361676738121, -5.980872934827712]}";"{""type"": ""Point"", ""coordinates"": [-1.361676738121, -5.980872934827712]}";43693;1007;LES AGNETTES;Les Agnettes;METRO;;A01546;METRO 13;METRO 13-113077;13;251.50732422;465.13391113
;-1,36074;-5,98263;-1,360744262;-5,982627628;"{""type"": ""Point"", ""coordinates"": [-1.360744262055984, -5.982627627584099]}";"{""type"": ""Point"", ""coordinates"": [-1.360744262055984, -5.982627627584099]}";45049;897;VILLEJUIF-LOUIS ARAGON;Villejuif-Louis Aragon;METRO;METRO 7;A01540;METRO 7;METRO 7-107005;7;385.42513112;175.98021808
;-1,3611;-5,98234;-1,361097937;-5,982344519;"{""type"": ""Point"", ""coordinates"": [-1.36109793689087, -5.982344519382584]}";"{""type"": ""Point"", ""coordinates"": [-1.36109793689087, -5.982344519382584]}";413433;504;MALAKOFF-PLATEAU DE VANVES;Malakoff-Plateau de Vanves;METRO;;A01546;METRO 13;METRO 13-114037;13;331.24672308;224.43437275
;-1,36019;-5,98235;-1,360189861;-5,982352133;"{""type"": ""Point"", ""coordinates"": [-1.360189861489636, -5.982352132655575]}";"{""type"": ""Point"", ""coordinates"": [-1.360189861489636, -5.982352132655575]}";42889;12;ECOLE VÉTÉRINAIRE DE MAISONS-ALFORT;Ecole Vétérinaire de Maisons-Alfort;METRO;;A01541;METRO 8;METRO 8-108081;8;476.71765333;215.17018884
;-1,36019;-5,98242;-1,360186186;-5,982418843;"{""type"": ""Point"", ""coordinates"": [-1.360186185710945, -5.982418842676616]}";"{""type"": ""Point"", ""coordinates"": [-1.360186185710945, -5.982418842676616]}";44066;500;MAISONS-ALFORT STADE;Maisons-Alfort Stade;METRO;;A01541;METRO 8;METRO 8-108083;8;476.71644381;204.45855574
;-1,36079;-5,98135;-1,36079487;-5,981347936;"{""type"": ""Point"", ""coordinates"": [-1.360794869922278, -5.981347935917517]}";"{""type"": ""Point"", ""coordinates"": [-1.360794869922278, -5.981347935917517]}";43823;476;LOUIS BLANC;Louis Blanc;METRO;;A01540;METRO 7;METRO 7-107041;7;388.63894886;381.28243505
;-1,36078;-5,98194;-1,360783673;-5,981943383;"{""type"": ""Point"", ""coordinates"": [-1.360783672525218, -5.981943382735591]}";"{""type"": ""Point"", ""coordinates"": [-1.360783672525218, -5.981943382735591]}";43072;311;GARE D'AUSTERLITZ;Gare d'Austerlitz;METRO;METRO 10;A01543;METRO 10;METRO 10-375;10;385.16411614;285.86418827
;-1,3612;-5,9821;-1,361204337;-5,982098399;"{""type"": ""Point"", ""coordinates"": [-1.361204337495667, -5.982098398873689]}";"{""type"": ""Point"", ""coordinates"": [-1.361204337495667, -5.982098398873689]}";44273;628;PASTEUR;Pasteur;METRO;;A01545;METRO 12;METRO 12-112043;12;316.37207365;264.77640672
;-1,36135;-5,98197;-1,361345887;-5,98197151;"{""type"": ""Point"", ""coordinates"": [-1.361345887248299, -5.981971509791126]}";"{""type"": ""Point"", ""coordinates"": [-1.361345887248299, -5.981971509791126]}";45340;75;BIR HAKEIM;Bir Hakeim;METRO;;A01539;METRO 6;METRO 6-106075;6;294.80888942;286.34327019
;-1,36097;-5,98214;-1,360966271;-5,982141835;"{""type"": ""Point"", ""coordinates"": [-1.360966270845793, -5.982141835433932]}";"{""type"": ""Point"", ""coordinates"": [-1.360966270845793, -5.982141835433932]}";42835;236;DENFERT-ROCHEREAU;Denfert-Rochereau;METRO;;A01537;METRO 4;METRO 4-297;4;354.14273326;255.71363587
;-1,36077;-5,98212;-1,360766125;-5,982121239;"{""type"": ""Point"", ""coordinates"": [-1.360766124939274, -5.982121238644204]}";"{""type"": ""Point"", ""coordinates"": [-1.360766124939274, -5.982121238644204]}";44371;652;PLACE D'ITALIE;Place d'Italie;METRO;METRO 5;A01538;METRO 5;METRO 5-105081;5;386.40243702;257.23740388
;-1,36168;-5,98154;-1,361680397;-5,98153601;"{""type"": ""Point"", ""coordinates"": [-1.361680397402405, -5.98153601033403]}";"{""type"": ""Point"", ""coordinates"": [-1.361680397402405, -5.98153601033403]}";43785;463;LES SABLONS;Les Sablons;METRO;;A01534;METRO 1;METRO 1-101075;1;245.05180425;359.02212951
;-1,36153;-5,98211;-1,361531912;-5,982108403;"{""type"": ""Point"", ""coordinates"": [-1.361531911645122, -5.98210840334405]}";"{""type"": ""Point"", ""coordinates"": [-1.361531911645122, -5.98210840334405]}";44138;543;MICHEL ANGE-AUTEUIL;Michel Ange-Auteuil;METRO;;A01542;METRO 9;METRO 9-110031;9;263.78319654;266.07763548
;-1,36147;-5,9814;-1,361469044;-5,981402473;"{""type"": ""Point"", ""coordinates"": [-1.36146904373094, -5.981402473123913]}";"{""type"": ""Point"", ""coordinates"": [-1.36146904373094, -5.981402473123913]}";45508;923;WAGRAM;Wagram;METRO;;A01536;METRO 3;METRO 3-103071;3;280.1071167;378.5256958
;-1,3616;-5,98156;-1,361600123;-5,981564302;"{""type"": ""Point"", ""coordinates"": [-1.361600122566687, -5.98156430162991]}";"{""type"": ""Point"", ""coordinates"": [-1.361600122566687, -5.98156430162991]}";44533;1;PORTE MAILLOT;Pte Maillot;METRO;;A01534;METRO 1;METRO 1-331;1;257.66701616;353.78192963
